year,county_fips,diabetes_percentage,diabetes_lower_limit,diabetes_upper_limit
2010,51590,10.3,7.8,13.2
2010,51051,10.1,7.5,13.1
2010,51053,11.2,8.8,14
2010,51595,11.3,8.4,14.8
2010,51057,11.1,8.5,14.4
2010,51600,8.4,6.4,10.7
2010,51059,7.8,6.5,9.2
2010,51610,9,6.5,12.1
2010,51061,9.1,6.9,11.6
2010,51063,9.4,6.9,12.3
2010,51065,8.7,6.4,11.6
2010,51620,10.4,7.9,13.3
2010,51067,9.7,7.2,12.6
2010,51069,8.2,6.3,10.6
2010,51630,10,7.3,13.1
2010,51640,8.9,6.3,12.1
2010,51071,10.8,7.9,14.2
2010,51073,10.4,7.9,13.4
2010,51075,9.4,7.2,12.3
2010,51077,10.4,7.7,13.7
2010,51079,8.8,6.4,11.9
2010,51081,11.3,8.6,14.5
2010,51083,11.5,9.2,14.2
2010,51650,11.4,9.5,13.5
2010,51085,8,6.4,10
2010,51660,9.4,7,12.7
2010,51087,9,7.3,10.8
2010,51089,10.7,8.5,13.4
2010,51091,8.9,6.2,12.2
2010,51670,11.7,9,15.2
2010,51093,11.3,8.8,14.3
2010,51095,8.4,6.5,10.8
2010,51097,10.1,7.6,13
2010,51099,10.5,7.9,13.6
2010,51101,9.4,7.1,12.3
2010,51103,9.7,7.3,12.7
2010,51105,9.8,7.5,12.7
2010,51678,9.5,6.8,12.8
2010,51107,8,6.5,9.7
2010,51109,9.7,7.3,12.5
2010,51111,11.4,8.9,14.4
2010,51680,10.7,8.2,13.6
2010,51113,8.7,6.4,11.4
2010,51683,9.5,7,12.6
2010,51685,10.1,7.5,13.4
2010,51690,11.2,8.4,14.5
2010,51115,9.5,6.9,12.6
2010,51117,10.2,8.1,12.6
2010,51119,9.2,6.9,12.2
2010,51121,7.9,6,9.9
2010,51125,9.4,7,12.3
2010,51127,9.4,7.1,12.4
2010,51700,11.4,9.1,14.1
2010,51710,10.9,9.2,12.9
2010,51131,11.7,9.1,14.8
2010,51133,9.3,6.9,12.1
2010,51720,8.9,6.3,12.2
2010,51135,10.2,7.7,12.9
2010,51137,9.8,7.3,12.6
2010,51139,8.8,6.4,11.7
2010,51141,9.6,7.1,12.5
2010,51730,14.1,11,17.6
2010,51143,10.4,8.6,12.4
2010,51735,8.6,6.1,11.7
2010,51740,13,10.9,15.4
2010,51145,9.2,6.7,12
2010,51147,9.8,7.6,12.3
2010,51149,12.3,9.4,15.9
2010,51153,8.2,6.7,9.9
2010,51155,9.4,7.1,12.3
2010,51750,9.7,7.1,12.9
2010,51157,8.9,6.4,12
2010,51760,10.1,8.3,12.1
2010,51159,10.2,7.8,13.1
2010,51770,10,8,12.2
2010,51161,8.7,7.1,10.7
2010,51163,10.3,7.6,13.7
2010,51165,8.4,6.4,10.9
2010,51167,10.7,8.1,13.6
2010,51775,9.3,6.9,12.6
2010,51169,8.6,6.4,11.4
2010,51171,9.9,7.4,12.8
2010,51173,8.6,6.3,11.3
2010,51175,11.8,9.4,14.9
2010,51177,9.6,7.6,12.1
2010,51179,8.1,6.2,10.2
2010,51790,9.6,6.9,13
2010,51800,11.2,9.1,13.7
2010,51181,11.2,8.5,14.4
2010,51183,12.4,9.6,15.6
2010,51185,10.4,7.9,13.1
2010,51810,9,7.4,10.9
2010,51187,10.4,7.7,13.7
2010,51191,10.4,8,13.3
2010,51820,9.6,6.8,12.8
2010,51193,10,7.6,12.8
2010,51830,10.4,7.8,13.7
2010,51840,9.5,6.9,12.7
2010,51195,12.3,9.6,15.3
2010,51197,9.7,7.1,12.8
2010,51199,8.4,6.3,10.7
2010,53001,10.1,8.3,12
2010,53003,9.4,7.7,11.2
2010,53005,8.9,7.7,10.3
2010,53007,7.5,6.1,9
2010,53009,8.3,7,9.8
2010,53011,8.3,7.4,9.2
2010,53013,9.4,7.8,11.1
2010,53015,10,8.5,11.6
2010,53017,8.8,7.2,10.5
2010,53019,7.2,5.8,8.8
2010,53021,10.2,8.3,12.2
2010,53023,11.7,10,13.7
2010,53025,8.3,6.9,9.9
2010,53027,11.3,9.6,13
2010,53029,8.4,7.1,9.7
2010,53031,6.7,5.5,8
2010,53033,6.8,6.4,7.3
2010,53035,7.9,7,8.8
2010,53037,6.4,5.4,7.6
2010,53039,7.4,6.1,8.8
2010,53041,8.9,7.4,10.4
2010,53043,8.1,6.7,9.8
2010,53045,8.2,6.8,9.8
2010,53047,8,6.7,9.5
2010,53049,9.6,8,11.3
2010,53051,7.5,6,9.2
2010,53053,10,9.2,10.8
2010,53055,4.9,3.9,6.1
2010,53057,7,5.9,8.3
2010,53059,7.2,5.8,8.7
2010,53061,8,7.3,8.8
2010,53063,8.3,7.5,9.1
2010,53065,7.7,6.5,9.2
2010,53067,8.7,7.7,9.7
2010,53069,8.8,7.3,10.5
2010,53071,8.2,6.8,9.7
2010,53073,8.1,6.9,9.4
2010,53075,8.3,6.9,9.9
2010,53077,9.3,8.2,10.5
2010,54001,10.4,7.7,13.4
2010,54003,11.2,9.4,13.2
2010,54005,12.2,9.6,15.1
2010,54007,12.2,9.2,15.3
2010,54009,13.5,10.7,16.8
2010,54011,12.1,10.3,14.2
2010,54013,12.1,9,15.8
2010,54015,12.6,9.7,16.4
2010,54017,11,8.2,14.2
2010,54019,11.2,9,13.7
2010,54021,10.9,8.1,14.2
2010,54023,13.1,9.9,16.7
2010,54025,10.3,8,12.9
2010,54027,8.8,6.6,11.3
2010,54029,11.7,9.3,14.6
2010,54031,10.5,8,13.6
2010,54033,11.2,9.3,13.3
2010,54035,11.2,8.7,14
2010,54037,11.3,9,13.7
2010,54039,11.2,10,12.5
2010,54041,10.5,8,13.5
2010,54043,11.8,9.1,15
2010,54045,13.5,11,16.4
2010,54049,11.6,9.7,13.9
2010,54051,10.3,8.1,12.8
2010,54053,10.2,7.9,12.9
2010,54047,14.2,11.4,17.6
2010,54055,12.1,10,14.5
2010,54057,9.7,7.4,12.5
2010,54059,12.4,10,15.3
2010,54061,10.5,8.6,12.6
2010,54063,12,9.3,15.5
2010,54065,10.4,7.9,13.3
2010,54067,10.3,8,12.8
2010,54069,10.1,8.1,12.6
2010,54071,11.3,8.3,14.9
2010,54073,11.1,8.1,14.4
2010,54075,11.3,8.5,14.9
2010,54077,9.5,7.5,11.9
2010,54079,10.6,8.6,12.9
2010,54081,10.5,8.7,12.6
2010,54083,10.6,8.4,13.5
2010,54085,11,8,14.5
2010,54087,13,10.1,16.3
2010,54089,11.7,8.9,14.9
2010,54091,10.1,7.5,13.1
2010,54093,9.7,7,12.9
2010,54095,11.2,8.2,14.6
2010,54097,11.2,8.7,14
2010,54099,12.5,10.2,15.1
2010,54101,11.3,8.3,14.7
2010,54103,11.1,8.4,14.5
2010,54105,12.1,8.8,16.2
2010,54107,12.5,10.6,14.5
2010,54109,15,11.8,18.8
2010,55001,8.2,6.2,10.5
2010,55003,7.9,6,10.1
2010,55005,6.9,5.1,9
2010,55007,7.3,5.5,9.5
2010,55009,8.2,6.5,10
2010,55011,7.9,5.8,10.4
2010,55013,7.7,5.8,10
2010,55015,7.2,5.3,9.5
2010,55017,7.9,5.9,10.3
2010,55019,6.9,5,9.1
2010,55021,8.4,6.4,10.7
2010,55023,7.5,5.7,9.9
2010,55025,6.4,5.1,7.8
2010,55027,8.1,6.1,10.3
2010,55029,6.8,5.1,9.1
2010,55031,7.6,5.6,9.8
2010,55033,7,5.1,9.3
2010,55035,6.7,5,8.7
2010,55037,7.1,5.2,9.4
2010,55039,7.7,5.9,9.7
2010,55041,9.5,7.3,12.2
2010,55043,8.2,6.1,10.6
2010,55045,6.8,5,8.9
2010,55047,7.9,5.7,10.3
2010,55049,8.6,6.4,11.2
2010,55051,8.4,6.2,11
2010,55053,8,6,10.3
2010,55055,7.9,6,10.2
2010,55057,8,6,10.4
2010,55059,7.3,5.6,9.4
2010,55061,7.3,5.3,9.7
2010,55063,7,5.3,9.1
2010,55065,7.5,5.5,9.7
2010,55067,7.3,5.4,9.5
2010,55069,8.3,6.1,10.6
2010,55071,8.4,6.4,10.7
2010,55073,7.9,6.1,10
2010,55075,8.3,6.2,10.9
2010,55077,7,5.2,9
2010,55078,11.2,8.8,13.9
2010,55079,10,9.1,11
2010,55081,7.6,5.7,9.8
2010,55083,6.9,5,9.2
2010,55085,7,5.3,9.1
2010,55087,8.9,7.1,10.9
2010,55089,6.7,5.1,8.7
2010,55091,6.5,4.8,8.4
2010,55093,7.5,5.5,9.8
2010,55095,7.7,5.7,10.2
2010,55097,7.2,5.4,9.6
2010,55099,8.3,6.4,10.6
2010,55101,7.6,6,9.5
2010,55103,9.4,7.1,12.2
2010,55105,7.8,6,9.7
2010,55107,7,5.1,9.3
2010,55111,8.6,6.5,11.2
2010,55113,7.4,5.6,9.5
2010,55115,8,5.9,10.5
2010,55117,8.4,6.5,10.6
2010,55109,7.8,5.9,10.2
2010,55119,7.8,5.8,10.2
2010,55121,8.2,6,10.8
2010,55123,7.2,5.2,9.4
2010,55125,7.5,5.6,9.8
2010,55127,6.6,5,8.6
2010,55129,7.6,5.6,9.9
2010,55131,7.8,6,9.9
2010,55133,6.3,4.9,8.1
2010,55135,7.6,5.6,10.1
2010,55137,7.2,5.3,9.5
2010,55139,8.6,6.8,10.6
2010,55141,8.1,6.2,10.4
2010,56001,5.9,4.8,7
2010,56003,7.4,5.9,9
2010,56005,7.8,6.6,9.2
2010,56007,7.5,6,9
2010,56009,6.9,5.4,8.6
2010,56011,6,4.5,7.6
2010,56013,8,6.8,9.2
2010,56015,7,5.6,8.5
2010,56017,7.3,5.5,9.3
2010,56019,7.2,5.6,9
2010,56021,7.7,6.9,8.5
2010,56023,7.3,6,8.9
2010,56025,7.2,6.3,8.1
2010,56027,6.3,4.6,8.3
2010,56029,5.6,4.6,6.7
2010,56031,8.1,6.3,10
2010,56033,7,6,8.1
2010,56035,5.5,4.2,7.1
2010,56037,7.3,6.3,8.6
2010,56039,4.1,3.2,5.2
2010,56041,7.3,5.9,8.8
2010,56043,6.9,5.4,8.7
2010,56045,7.1,5.5,8.9
2011,01001,11.3,8.9,14.1
2011,01003,9.8,8.3,11.4
2011,01005,13.6,10.8,16.7
2011,01007,12,9.3,15.2
2011,01009,11.8,9.1,14.9
2011,01011,16.2,12.3,20.9
2011,01013,14,11.3,17.2
2011,01015,12.1,10.3,14
2011,01017,13.6,11,16.7
2011,01019,11.4,8.6,14.8
2011,01021,12.1,9.5,15.2
2011,01023,14.4,11.7,17.5
2011,01025,13.1,10.6,16.3
2011,01027,12.6,9.7,16.2
2011,01029,11.1,8.1,14.4
2011,01031,12,9.7,14.5
2011,01033,12.8,10.6,15.4
2011,01035,15.5,12.3,19.5
2011,01037,13.6,10.4,17.5
2011,01039,11.6,9.1,14.4
2011,01041,13.8,10.6,17.6
2011,01043,11.7,9.1,14.8
2011,01045,13.5,10.9,16.4
2011,01047,14.5,12.4,16.7
2011,01049,12.4,9.8,15.4
2011,01051,12.6,10,15.5
2011,01053,12.2,10,14.6
2011,01055,13.2,11.2,15.4
2011,01057,15,11.8,18.8
2011,01059,11.6,9.1,14.5
2011,01061,11.3,8.7,14.3
2011,01063,15.8,12.2,19.6
2011,01065,12.8,10.2,15.8
2011,01067,12.4,9.6,15.6
2011,01069,12.2,10.5,14.3
2011,01071,12.8,9.9,15.9
2011,01073,11.7,10.6,12.8
2011,01075,12.5,9.5,16.1
2011,01077,10.8,9.1,12.8
2011,01079,13.7,10.6,17.4
2011,01081,10.6,8.7,12.7
2011,01083,11,8.4,13.7
2011,01085,19.4,15.5,23.9
2011,01087,15.6,12.1,19.9
2011,01089,10.3,9,11.7
2011,01091,15.4,12.9,18.2
2011,01093,12.7,10,15.8
2011,01095,12.4,9.9,15.5
2011,01097,11.9,10.8,13.2
2011,01099,13.8,10.9,17.1
2011,01101,13.6,11.7,15.6
2011,01103,11.5,9.2,14.1
2011,01105,15.4,11.8,19.5
2011,01107,13.9,10.9,17.4
2011,01109,14.8,11.8,18.2
2011,01111,12.7,9.9,15.9
2011,01113,13.3,10.5,16.6
2011,01117,8.1,6.7,9.6
2011,01115,11.3,9,13.8
2011,01119,14.7,11.8,18
2011,01121,11.9,10,14
2011,01123,11.9,9.8,14.5
2011,01125,11,9.7,12.5
2011,01127,13.1,10.9,15.6
2011,01129,12.8,10,16
2011,01131,17.3,13.8,21.1
2011,01133,10.7,7.9,13.7
2011,02013,8,6,10.5
2011,02016,7.6,5.8,9.9
2011,02020,7.5,6.5,8.6
2011,02050,6.7,5.2,8.4
2011,02060,8.2,6,11.1
2011,02068,6.1,4.4,8.3
2011,02070,8.1,6.1,10.3
2011,02090,6.5,5.5,7.5
2011,02100,6.7,4.8,8.9
2011,02105,7.2,5.4,9.5
2011,02110,6.6,5.4,8
2011,02122,6,5,7.1
2011,02130,7.2,5.7,9
2011,02150,6.8,5.3,8.7
2011,02158,NA,NA,NA
2011,02164,8.4,6.3,11
2011,02170,7.7,6.6,9
2011,02180,7.9,6.1,10.2
2011,02185,8.3,6.3,10.6
2011,02188,7.7,5.8,10
2011,02195,6.6,4.9,8.8
2011,02201,NA,NA,NA
2011,02198,6.9,5.1,9
2011,02220,7,5.3,9.1
2011,02230,6.7,4.7,9.3
2011,02232,NA,NA,NA
2011,02240,6.4,4.8,8.2
2011,02261,5.9,4.5,7.5
2011,02270,7.1,5.2,9.2
2011,02275,7.1,5.1,9.4
2011,02280,NA,NA,NA
2011,02282,7.5,5.5,10
2011,02290,7,5.4,8.9
2011,04001,13.8,11.7,16.1
2011,04003,8.3,6.8,10
2011,04005,7.6,6.6,8.8
2011,04007,9.6,8,11.4
2011,04009,10.4,8.6,12.4
2011,04011,8.8,7.1,10.8
2011,04012,10.1,8.3,12.1
2011,04013,7.9,7.3,8.7
2011,04015,9,7.7,10.4
2011,04017,11,9.3,13
2011,04019,7.6,6.7,8.6
2011,04021,10.9,9.4,12.5
2011,04023,5.9,4.5,7.5
2011,04025,7.7,6.5,9.1
2011,04027,9.4,8,11.1
2011,05001,12,9.2,15.5
2011,05003,11.5,8.7,14.9
2011,05005,8.8,6.9,11.2
2011,05007,9.2,7.8,10.6
2011,05009,10.2,7.9,12.9
2011,05011,11.6,8.8,15.1
2011,05013,10.5,7.7,14
2011,05015,9.2,6.9,12
2011,05017,13.6,10.7,17.1
2011,05019,11.2,8.5,14.8
2011,05021,9.6,6.9,12.8
2011,05023,11.5,8.5,15.1
2011,05025,12.3,9.3,16
2011,05027,11.8,9.1,14.9
2011,05029,11.4,8.5,14.6
2011,05031,11.7,9.4,14.3
2011,05033,9.7,7.3,12.3
2011,05035,14.7,12.1,17.8
2011,05037,10.8,8.2,14
2011,05039,11.4,8.6,15.1
2011,05041,12.6,9.8,15.9
2011,05043,12.2,9.2,15.7
2011,05045,11.1,8.9,13.5
2011,05047,10.6,7.8,14.1
2011,05049,10.4,7.5,13.9
2011,05051,10.4,8.4,12.7
2011,05053,9.7,7.2,12.8
2011,05055,12.7,9.6,16.2
2011,05057,12.7,9.8,16.2
2011,05059,10.3,7.9,13.3
2011,05061,11.2,8.3,14.7
2011,05063,10.5,8,13.5
2011,05065,9.1,6.7,12.1
2011,05067,12.4,9.1,16.3
2011,05069,14.1,12,16.6
2011,05071,11,8.3,14.4
2011,05073,11.6,8.6,15.1
2011,05075,10.3,7.3,14
2011,05077,11.4,8.9,14.4
2011,05079,11.1,8.3,14.6
2011,05081,11.2,8.4,14.6
2011,05083,11,8.2,14.5
2011,05085,11.3,8.7,14.3
2011,05087,11.1,8.2,14.8
2011,05089,10,7.5,13.3
2011,05091,10.9,8.5,13.8
2011,05093,12,9.4,14.9
2011,05095,12.2,9,15.8
2011,05097,9.2,6.6,12.4
2011,05099,12.2,9.3,16
2011,05101,9.8,7.1,13.3
2011,05103,11.1,8.8,13.9
2011,05105,10.3,7.5,13.8
2011,05107,14.4,11.7,17.5
2011,05109,11.1,8.1,14.8
2011,05111,10.3,7.6,13.8
2011,05113,10,7.6,12.9
2011,05115,10.4,8.2,13.2
2011,05117,10.4,7.6,14.1
2011,05119,10.3,9.3,11.5
2011,05121,10.5,7.7,13.9
2011,05125,9.8,7.8,12.1
2011,05127,10.4,7.6,13.9
2011,05129,9.6,6.9,13.2
2011,05131,11.9,9.8,14.3
2011,05133,12.1,9.3,15.6
2011,05135,9.8,7.1,13.2
2011,05123,12.5,9.9,15.7
2011,05137,11.2,8.2,14.8
2011,05139,11,8.6,13.8
2011,05141,11.2,8.2,14.7
2011,05143,8.5,7.2,9.9
2011,05145,9.9,7.8,12.3
2011,05147,11.9,8.9,15.8
2011,05149,10.7,8.1,13.8
2011,06001,7.7,6.8,8.7
2011,06003,8,5.8,10.8
2011,06005,7.8,5.7,10.4
2011,06007,8.6,7,10.4
2011,06009,7.4,5.6,9.8
2011,06011,7.8,5.6,10.3
2011,06013,7.6,6.6,8.7
2011,06015,8,5.8,10.8
2011,06017,6.7,5.3,8.4
2011,06019,9.1,7.8,10.4
2011,06021,7.6,5.6,10.2
2011,06023,7.8,6.2,9.7
2011,06025,8,6,10.5
2011,06027,8,5.8,10.7
2011,06029,9.3,8,10.8
2011,06031,9.4,7.3,11.9
2011,06033,8.5,6.4,11.1
2011,06035,8.4,6.3,10.8
2011,06037,8.1,7.6,8.6
2011,06039,8.7,6.6,11
2011,06041,5.4,4.3,6.6
2011,06043,7.8,5.7,10.5
2011,06045,6.8,5.2,8.8
2011,06047,8.5,6.7,10.6
2011,06049,7.1,5,9.7
2011,06051,6.8,4.8,9.4
2011,06053,6.7,5.4,8.3
2011,06055,6.5,5,8.3
2011,06057,5.2,3.9,6.8
2011,06059,7.4,6.7,8.1
2011,06061,6.4,5.2,7.8
2011,06063,7.2,5.2,9.6
2011,06065,9.2,8.2,10.2
2011,06067,8.6,7.6,9.6
2011,06069,7.1,5.2,9.3
2011,06071,9.4,8.4,10.5
2011,06073,7.6,7,8.3
2011,06075,7,5.9,8.2
2011,06077,9.5,8.1,11
2011,06079,6.1,4.9,7.5
2011,06081,7,5.9,8.2
2011,06083,6.3,5.1,7.6
2011,06085,7.5,6.7,8.4
2011,06087,6.1,4.8,7.6
2011,06089,8.7,7.1,10.7
2011,06091,7.2,5.1,9.9
2011,06093,6.7,5,8.8
2011,06095,10.1,8.4,12
2011,06097,5.7,4.7,6.8
2011,06099,9.2,7.7,10.8
2011,06101,8.2,6.2,10.6
2011,06103,7.8,5.8,10.2
2011,06105,7.3,5.3,9.8
2011,06107,7.7,6.2,9.3
2011,06109,7.6,5.6,10
2011,06111,6.6,5.5,7.9
2011,06113,7.2,5.7,9
2011,06115,8.5,6.5,10.9
2011,08001,7.6,6.8,8.5
2011,08003,6.9,5.4,8.7
2011,08005,6,5.3,6.8
2011,08007,4.9,3.5,6.5
2011,08009,6,4.3,8.2
2011,08011,6.7,4.8,8.9
2011,08013,4.8,4,5.6
2011,08014,6,4.6,7.8
2011,08015,5.6,4.3,7.2
2011,08017,5.8,4.1,7.9
2011,08019,5.7,4.1,7.6
2011,08021,5.7,4.2,7.4
2011,08023,6,4.4,8
2011,08025,6.9,5,9.2
2011,08027,5.6,4,7.5
2011,08029,6.8,5.3,8.6
2011,08031,6.9,6.1,7.7
2011,08033,6,4.3,8.1
2011,08035,4.6,3.9,5.4
2011,08037,4.9,3.7,6.3
2011,08041,6.6,5.9,7.3
2011,08039,4.7,3.7,5.9
2011,08043,7.3,6,8.9
2011,08045,6,4.7,7.6
2011,08047,6.1,4.4,8.2
2011,08049,5,3.6,6.7
2011,08051,5.2,3.7,7
2011,08053,5.6,3.8,7.7
2011,08055,6.1,4.5,8
2011,08057,5.3,3.8,7.3
2011,08059,5.3,4.7,5.9
2011,08061,6.3,4.4,8.8
2011,08063,7.5,5.7,9.5
2011,08067,5.3,4.2,6.5
2011,08065,5.3,3.8,7.3
2011,08069,5.1,4.3,6
2011,08071,6.6,5,8.4
2011,08073,7.6,5.7,9.9
2011,08075,7,5.4,8.8
2011,08077,6.8,5.8,7.9
2011,08079,5.3,3.7,7.3
2011,08081,6.4,5,8
2011,08083,5.2,4,6.6
2011,08085,5.6,4.4,6.9
2011,08087,6.9,5.3,8.7
2011,08089,6.4,4.9,8.2
2011,08091,5.1,3.6,7
2011,08093,5.1,3.9,6.5
2011,08095,6,4.3,8.2
2011,08097,4.6,3.4,6.2
2011,08099,6.2,4.7,8.1
2011,08101,7.9,6.8,9.2
2011,08103,5.5,4.2,7.2
2011,08105,6,4.6,7.7
2011,08107,4,3.1,5.1
2011,08109,5,3.7,6.6
2011,08111,5.7,4,8.1
2011,08113,5.1,3.6,6.9
2011,08115,5.8,4.1,7.9
2011,08117,4.5,3.3,5.9
2011,08119,5.7,4.5,7.2
2011,08121,5.5,3.9,7.6
2011,08123,6.4,5.5,7.5
2011,08125,5.4,4,7.1
2011,09001,6.6,6.1,7.2
2011,09003,8,7.4,8.6
2011,09005,5.9,4.9,6.9
2011,09007,7.4,6.2,8.8
2011,09009,8.5,7.8,9.2
2011,09011,7.8,6.7,8.9
2011,09013,7.4,6.2,8.8
2011,09015,9.4,7.9,11.1
2011,10001,10.4,9.7,11.3
2011,10003,8,7.4,8.6
2011,10005,9.1,8.3,9.9
2011,11001,8.9,8.4,9.4
2011,12001,7.8,6.6,9.2
2011,12003,13.3,11.3,15.5
2011,12005,9.3,7.9,10.9
2011,12007,12.7,10.8,14.8
2011,12009,9.6,8.2,11.2
2011,12011,8.6,7.5,9.9
2011,12013,12.9,10.9,15
2011,12015,8.9,7.4,10.6
2011,12017,8.5,7,10.1
2011,12019,10.1,8.5,11.9
2011,12021,7.4,6.2,8.9
2011,12023,11.9,10.2,13.9
2011,12027,11.5,9.8,13.5
2011,12029,12.3,10.3,14.3
2011,12031,11.2,9.8,12.7
2011,12033,11.2,9.7,12.9
2011,12035,9,7.6,10.6
2011,12037,9,7.5,10.8
2011,12039,13.9,12,15.9
2011,12041,9.1,7.5,11
2011,12043,10.6,8.8,12.6
2011,12045,10.6,9,12.4
2011,12047,13.6,11.5,15.8
2011,12049,13.3,11.3,15.5
2011,12051,11.8,9.8,14
2011,12053,9.7,8.1,11.5
2011,12055,10.4,8.7,12.3
2011,12057,10.3,8.9,11.7
2011,12059,12.7,10.7,14.8
2011,12061,8.8,7.4,10.5
2011,12063,11.8,10.1,13.6
2011,12065,12,10.2,14
2011,12067,11.9,10.1,13.9
2011,12069,10,8.6,11.6
2011,12071,8,6.6,9.4
2011,12073,10,8.6,11.6
2011,12075,10.4,9,12.1
2011,12077,12.2,10.2,14.2
2011,12079,12.6,10.8,14.7
2011,12081,9.2,7.8,10.8
2011,12083,9.2,7.8,10.7
2011,12085,6.5,5.3,7.9
2011,12086,7.8,6.7,8.9
2011,12087,6.2,5.1,7.7
2011,12089,8,6.7,9.6
2011,12091,8.8,7.4,10.5
2011,12093,9.8,8.2,11.7
2011,12095,9.3,8.2,10.5
2011,12097,9.6,8.2,11.2
2011,12099,7.5,6.4,8.7
2011,12101,9.5,8.1,11
2011,12103,9.2,7.8,10.6
2011,12105,10.7,9.2,12.3
2011,12107,11.8,9.9,13.7
2011,12113,9.3,7.8,11
2011,12115,7.2,6,8.6
2011,12117,10.3,8.8,12.1
2011,12109,6.8,5.5,8.1
2011,12111,11.1,9.4,12.9
2011,12119,9.1,7.4,11.2
2011,12121,10.8,9.1,12.7
2011,12123,12.2,10.5,14.2
2011,12125,12.7,10.8,14.9
2011,12127,10.1,8.7,11.6
2011,12129,11.2,9.5,13
2011,12131,9.2,7.7,10.8
2011,12133,12.7,10.8,14.9
2011,13001,13.7,10.5,17.5
2011,13003,11.1,8.3,14.4
2011,13005,10.2,7.5,13.5
2011,13007,11.9,9,15.5
2011,13009,11.2,8.7,14
2011,13011,10.2,7.5,13.6
2011,13013,11.4,8.7,14.6
2011,13015,10.4,8.1,13.1
2011,13017,12.9,10.1,16.3
2011,13019,11,8.4,14.3
2011,13021,10.1,8.2,12.3
2011,13023,12.4,9.4,15.9
2011,13025,10.2,7.4,13.8
2011,13027,13.3,10.2,16.9
2011,13029,10.6,7.9,13.9
2011,13031,12.1,9.7,14.8
2011,13033,11.9,9.2,15.1
2011,13035,11.6,8.6,15.2
2011,13037,12.2,9.2,15.6
2011,13039,11.4,8.8,14.5
2011,13043,10.7,7.9,14
2011,13045,12.3,9.7,15.3
2011,13047,11.2,8.6,14.2
2011,13049,11,8.3,14.4
2011,13051,10,8.3,11.9
2011,13053,11.9,9,15.6
2011,13055,11.2,8.4,14.6
2011,13057,9.8,8.1,11.8
2011,13059,12.1,9.7,14.9
2011,13061,13,9.8,16.9
2011,13063,11.7,10.2,13.4
2011,13065,11.6,8.6,15.2
2011,13067,9.2,7.8,10.6
2011,13069,11.3,8.7,14.2
2011,13071,11.9,9.3,14.9
2011,13073,9.1,7.2,11.1
2011,13075,12.2,9.3,15.7
2011,13077,10.1,7.9,12.8
2011,13079,11.4,8.6,14.8
2011,13081,12.6,9.8,16.4
2011,13083,10.5,7.5,14.3
2011,13085,9.6,6.9,12.8
2011,13087,11.9,9.3,14.8
2011,13089,9.5,8.3,10.7
2011,13091,13.4,10.6,16.6
2011,13093,12.5,9.5,16
2011,13095,11.9,9.6,14.7
2011,13097,11.8,9.4,14.5
2011,13099,11.2,8.5,14.4
2011,13101,10.5,7.6,14.1
2011,13103,10.3,7.8,13.2
2011,13105,11.9,9,15.4
2011,13107,10.4,8.1,13.5
2011,13109,12.9,9.7,16.8
2011,13111,10.5,7.7,13.9
2011,13113,9.1,7.2,11.3
2011,13115,9.8,7.7,12.2
2011,13117,10.2,8.2,12.7
2011,13119,9.9,7.2,12.9
2011,13121,8.6,7.5,9.9
2011,13123,10,7.3,13.3
2011,13125,10.3,7.3,14.2
2011,13127,8.6,6.7,10.7
2011,13129,10,7.4,13.2
2011,13131,10.9,8.3,14
2011,13133,11.8,8.9,15.4
2011,13135,8,6.8,9.4
2011,13137,10,7.3,13.1
2011,13139,11.2,8.9,13.7
2011,13141,13.8,10.6,17.9
2011,13143,10.8,8,14.2
2011,13145,12.2,9.3,15.3
2011,13147,9.6,7.1,12.8
2011,13149,10.6,7.6,14.3
2011,13151,10.6,8.6,12.9
2011,13153,11,8.9,13.4
2011,13155,10.9,8.2,14.4
2011,13157,8.5,6.4,10.8
2011,13159,10.5,7.8,13.6
2011,13161,11.6,8.6,15
2011,13163,12.2,9.3,15.9
2011,13165,11.3,8.4,14.8
2011,13167,11.4,8.7,14.5
2011,13169,11.7,9,15.2
2011,13171,10.8,8.1,14
2011,13173,11.3,8.5,14.8
2011,13175,11.3,9.4,13.4
2011,13177,11.6,8.8,14.9
2011,13179,12.2,9.5,15.4
2011,13181,10.8,8.1,13.9
2011,13183,10.9,8.1,14.5
2011,13185,11.4,9.5,13.5
2011,13187,8.9,6.5,12.1
2011,13193,12.6,9.7,16
2011,13195,10.3,7.6,13.4
2011,13197,12.2,9.2,15.6
2011,13189,14,10.5,18.2
2011,13191,10.9,8.3,14.2
2011,13199,10.7,8.1,14
2011,13201,11.5,8.5,15.2
2011,13205,11.7,9.1,14.8
2011,13207,11.3,8.6,14.5
2011,13209,12.9,9.7,16.5
2011,13211,11.3,8.6,14.5
2011,13213,10.9,8.1,14.4
2011,13215,12.8,10.9,14.9
2011,13217,11,8.5,13.8
2011,13219,8.7,6.4,11.3
2011,13221,10.9,8.1,14
2011,13223,12.5,9.9,15.4
2011,13225,11.9,9.1,15.2
2011,13227,10.6,7.8,13.8
2011,13229,11.1,8.1,14.7
2011,13231,10.9,7.8,14.6
2011,13233,11.9,9.1,15.3
2011,13235,11.9,9.2,15.2
2011,13237,11.1,8.4,14.4
2011,13239,13,9.7,17.3
2011,13241,10.5,7.7,14.2
2011,13243,13.5,10.1,17.4
2011,13245,11.3,9.6,13.3
2011,13247,12.1,9.3,15.2
