year,county_fips,diabetes_percentage,diabetes_lower_limit,diabetes_upper_limit
2012,21231,11.1,8.6,14.1
2012,21233,11.6,8.8,15.2
2012,21235,11.5,9,14.3
2012,21237,10.1,7.7,13.2
2012,21239,10.4,7.7,13.7
2012,22001,10.6,8.6,13.2
2012,22003,11.7,9,15
2012,22005,11.2,9,13.7
2012,22007,11.3,8.9,14.3
2012,22009,14.2,11.8,17
2012,22011,12.5,9.9,15.4
2012,22013,12.3,9.8,15
2012,22015,10.3,8.4,12.4
2012,22017,11.6,10.1,13.3
2012,22019,11.4,9.9,13
2012,22021,11,8.3,14.3
2012,22023,11.2,8.2,14.9
2012,22025,10.7,8.5,13.2
2012,22027,11.7,8.9,14.8
2012,22029,13.6,11.1,16.3
2012,22031,13.3,10.6,16.6
2012,22033,11.5,10.3,12.8
2012,22035,16.1,13.3,19.1
2012,22037,15,11.6,18.8
2012,22039,12.1,9.3,15.4
2012,22041,12.8,10.8,15.1
2012,22043,13,9.9,16.4
2012,22045,11.7,9.6,14.2
2012,22047,12.2,9.6,15.3
2012,22049,11.8,9.1,15
2012,22053,11.4,9.2,13.9
2012,22051,11,9.7,12.5
2012,22055,9.3,7.8,10.8
2012,22057,9.6,7.8,11.6
2012,22059,11.4,8.4,15
2012,22061,11.2,8.9,13.6
2012,22063,12,9.8,14.3
2012,22065,10.7,8.8,12.9
2012,22067,16,13.3,19.3
2012,22069,11.7,9.3,14.4
2012,22071,11.9,10.6,13.4
2012,22073,10.9,9.4,12.6
2012,22075,10.2,8,12.7
2012,22077,11.9,9,15.3
2012,22079,12.2,10.3,14.1
2012,22081,11.2,9.4,13.1
2012,22083,11.4,9.4,13.6
2012,22085,12.3,9.7,15.7
2012,22087,12.2,9.9,14.7
2012,22089,10.6,8.5,13.2
2012,22091,13.9,11.6,16.6
2012,22093,12.7,9.8,16.3
2012,22095,13.3,10.6,16.3
2012,22097,13.6,11.3,16.2
2012,22099,11.6,9,14.4
2012,22101,13.5,11.2,16.2
2012,22103,9.2,7.8,10.9
2012,22105,12,10,14.3
2012,22107,12.2,9.8,14.9
2012,22109,13.2,11.1,15.5
2012,22111,13.6,10.5,17.1
2012,22113,11.2,9.3,13.2
2012,22115,12.4,9.7,15.2
2012,22117,14.6,12.1,17.4
2012,22119,12.1,9.6,15
2012,22121,12.8,10,16.4
2012,22123,14.5,12.1,17.2
2012,22125,12.7,9.4,16.6
2012,22127,11.8,9.1,14.9
2012,23001,9.7,8.6,10.8
2012,23003,11.5,10.2,12.8
2012,23005,6.6,6.1,7.3
2012,23007,7.3,6.1,8.6
2012,23009,7.1,6,8.2
2012,23011,9,8,10.1
2012,23013,6.7,5.7,7.8
2012,23015,7.1,6,8.3
2012,23017,8.1,6.9,9.4
2012,23019,9.4,8.5,10.3
2012,23021,9.7,8.1,11.4
2012,23023,7.8,6.6,9.1
2012,23025,9.7,8.4,11.2
2012,23027,8.1,7,9.4
2012,23029,8.6,7.4,9.8
2012,23031,8.3,7.5,9
2012,24001,10.6,9.1,12.4
2012,24003,8.8,7.9,9.7
2012,24510,12.4,11.2,13.7
2012,24005,8.9,8.2,9.7
2012,24009,8,6.8,9.3
2012,24011,9.9,8.3,11.6
2012,24013,7.2,6,8.7
2012,24015,9.7,8.4,11.2
2012,24017,10,8.8,11.2
2012,24019,12,10.3,13.8
2012,24021,8.4,7.5,9.4
2012,24023,10.1,8.5,11.7
2012,24025,8.8,7.5,10.1
2012,24027,7.6,6.5,8.8
2012,24029,7.9,6.5,9.5
2012,24031,7,6.4,7.7
2012,24033,11.5,10.6,12.6
2012,24035,7.9,6.7,9.2
2012,24039,11.9,9.8,14.2
2012,24037,9.3,8,10.8
2012,24041,8.3,7,9.7
2012,24043,11.3,9.9,12.7
2012,24045,10.3,8.9,11.9
2012,24047,9.5,7.9,11.4
2012,25001,6.3,5.4,7.3
2012,25003,7,5.9,8.3
2012,25005,9.2,8.6,9.9
2012,25007,5.8,4.3,7.6
2012,25009,8.3,7.8,8.9
2012,25011,6.8,5.4,8.2
2012,25013,9.6,8.9,10.4
2012,25015,6.1,5,7.3
2012,25017,7.9,7.5,8.4
2012,25019,6.8,4.9,9.1
2012,25021,7.1,6.5,7.7
2012,25023,8.7,8,9.4
2012,25025,8.6,8,9.2
2012,25027,8.2,7.6,8.8
2012,26001,9.2,6.7,12.2
2012,26003,8.7,6.5,11.2
2012,26005,8.2,6.5,10.2
2012,26007,9.6,7.1,12.5
2012,26009,8.7,6.4,11.5
2012,26011,10.7,7.9,14.2
2012,26013,10,7.6,13
2012,26015,8.1,6.2,10.4
2012,26017,8.9,6.8,11.3
2012,26019,9.4,6.9,12.5
2012,26021,11,9.2,12.9
2012,26023,9.7,7.3,12.5
2012,26025,10.6,8.6,12.8
2012,26027,9.5,7.4,12.1
2012,26029,7.7,5.7,10.2
2012,26031,8.5,6.6,10.5
2012,26033,10.5,8.9,12.3
2012,26035,9.2,6.9,12.1
2012,26037,8.2,6.3,10.4
2012,26039,8.7,6.2,11.7
2012,26041,9.5,7.7,11.8
2012,26043,10.3,7.7,13.3
2012,26045,9.9,8,12.2
2012,26047,7.5,5.9,9.2
2012,26049,11.6,10.2,13.2
2012,26051,10,7.3,13.2
2012,26053,8.9,6.7,11.8
2012,26055,7.8,6.3,9.7
2012,26057,9.8,7.2,12.9
2012,26059,8.9,6.6,11.6
2012,26061,9.3,7,11.9
2012,26063,9,6.5,12
2012,26065,9.2,7.9,10.8
2012,26067,9.2,7.2,11.8
2012,26069,8.9,6.6,11.6
2012,26071,9.4,6.9,12.6
2012,26073,9,7.3,10.9
2012,26075,9.5,7.8,11.4
2012,26077,7.9,6.6,9.4
2012,26079,10.5,7.7,14
2012,26081,9.1,8.1,10.2
2012,26083,8.8,6.2,12.2
2012,26085,9.5,6.9,12.6
2012,26087,8.2,6.4,10.5
2012,26089,7.1,5.3,9.2
2012,26091,10.6,8.6,13
2012,26093,8.1,6.4,10
2012,26095,11.4,8.9,14.6
2012,26097,9.5,7.7,11.8
2012,26099,8.8,7.8,9.9
2012,26101,9.4,7,12.5
2012,26103,8.9,7.4,10.6
2012,26105,9.5,7,12.5
2012,26107,9.6,7.1,12.7
2012,26109,9.1,6.8,11.9
2012,26111,8.9,7,11.2
2012,26113,8.8,6.4,11.8
2012,26115,9.7,7.8,11.9
2012,26117,9.1,6.9,11.7
2012,26119,9.7,7,13.3
2012,26121,11.4,9.6,13.4
2012,26123,9.4,7.2,12.1
2012,26125,8,7.2,8.8
2012,26127,10.9,7.9,14.7
2012,26129,10.3,7.6,13.8
2012,26131,9.1,6.6,12.1
2012,26133,8.9,6.5,11.8
2012,26135,10.7,7.6,14.6
2012,26137,9.4,6.8,12.5
2012,26139,7.5,6.2,9
2012,26141,10.2,7.4,13.8
2012,26143,11.4,8.5,14.8
2012,26145,11,9.3,12.8
2012,26151,7.8,5.7,10.5
2012,26153,8.9,6.8,11.5
2012,26155,8.8,6.6,11.4
2012,26147,9.1,7.3,11.2
2012,26149,8.6,6.6,11
2012,26157,10.4,7.9,13.4
2012,26159,10.4,8.2,13.1
2012,26161,7.3,6.1,8.6
2012,26163,11.5,10.8,12.2
2012,26165,10.3,7.8,13.5
2012,27001,6.5,4.9,8.5
2012,27003,7.8,6.9,8.8
2012,27005,6.5,5.1,8.4
2012,27007,8.6,6.9,10.5
2012,27009,7.9,6.1,10.2
2012,27011,6.5,4.5,9
2012,27013,5.8,4.4,7.4
2012,27015,7.1,5.3,9.2
2012,27017,6.6,5.1,8.5
2012,27019,6.7,5.3,8.4
2012,27021,8.8,6.9,11
2012,27023,7.7,5.5,10.4
2012,27025,7.8,5.9,9.9
2012,27027,7.5,5.8,9.4
2012,27029,7.6,5.6,10.2
2012,27031,7,5.1,9.3
2012,27033,7.2,5.2,9.8
2012,27035,7.9,6.2,9.7
2012,27037,6.4,5.5,7.2
2012,27039,6.4,4.6,8.7
2012,27041,5.9,4.5,7.6
2012,27043,6.3,4.5,8.4
2012,27045,6.3,4.6,8.3
2012,27047,7.4,5.6,9.7
2012,27049,7.8,6.2,9.7
2012,27051,6.2,4.4,8.6
2012,27053,6.7,6.3,7.1
2012,27055,6.2,4.7,8.2
2012,27057,7,5.3,9
2012,27059,7.6,5.7,9.8
2012,27061,7.5,5.9,9.4
2012,27063,6.7,4.9,9.1
2012,27065,7.4,5.4,9.8
2012,27067,7.1,5.4,9.1
2012,27069,6.7,4.7,9.2
2012,27071,8.2,6,10.8
2012,27073,6.7,4.8,9.1
2012,27075,6.6,4.8,9.1
2012,27077,6.6,4.7,9.1
2012,27079,6.9,5.2,8.9
2012,27081,6.5,4.6,9
2012,27083,7.3,5.4,9.6
2012,27087,9.4,6.9,12.3
2012,27089,7.7,5.4,10.4
2012,27091,6.5,4.7,8.6
2012,27085,7.4,5.6,9.6
2012,27093,8.2,6.1,10.7
2012,27095,8.9,6.7,11.6
2012,27097,7.3,5.6,9.3
2012,27099,7.5,5.7,9.8
2012,27101,7,5,9.5
2012,27103,7.2,5.3,9.3
2012,27105,7.2,5.3,9.6
2012,27107,6.8,4.8,9.2
2012,27109,6.6,5.4,7.9
2012,27111,6.4,5.1,8.1
2012,27113,7.2,5.3,9.6
2012,27115,7.1,5.4,9.1
2012,27117,6.4,4.6,8.7
2012,27119,7.7,5.8,9.8
2012,27121,6.9,4.9,9.4
2012,27123,7.8,7.2,8.4
2012,27125,6.9,4.8,9.4
2012,27127,6.8,5.2,9.1
2012,27129,6.7,4.8,8.9
2012,27131,6.9,5.4,8.6
2012,27133,7.7,5.6,10.2
2012,27135,7.7,5.8,10.1
2012,27139,6,4.8,7.4
2012,27141,6.1,4.9,7.6
2012,27143,7.5,5.4,9.9
2012,27137,8.2,7.1,9.4
2012,27145,6.8,5.6,8.1
2012,27147,6.5,4.9,8.3
2012,27149,6.5,4.7,8.9
2012,27151,6.4,4.5,8.6
2012,27153,7.2,5.4,9.3
2012,27155,7,5,9.7
2012,27157,6.4,4.8,8.3
2012,27159,7.1,5.1,9.4
2012,27161,6.5,4.7,8.6
2012,27163,7.2,6.1,8.3
2012,27165,6.4,4.5,8.6
2012,27167,6.9,4.8,9.7
2012,27169,7.2,5.5,9.3
2012,27171,6.7,5.4,8.2
2012,27173,6.9,5,9.3
2012,28001,12.6,10.5,14.7
2012,28003,12.6,10.2,15.3
2012,28005,13.3,10.5,16.4
2012,28007,12.7,10.2,15.3
2012,28009,14.1,10.7,18.1
2012,28011,13.8,11.3,16.5
2012,28013,12.9,10.1,15.9
2012,28015,14.4,11.3,18
2012,28017,13.7,11,16.8
2012,28019,13.8,10.8,17.3
2012,28021,16,12.1,20.6
2012,28023,12.9,10.4,16
2012,28025,13.7,11.1,16.6
2012,28027,15.7,12.7,19
2012,28029,13.5,10.8,16.6
2012,28031,13.8,10.8,17.1
2012,28033,12.3,10.6,14.1
2012,28035,10.8,9,12.7
2012,28037,12.1,9.4,15.1
2012,28039,12.3,9.5,15.6
2012,28041,13.4,10.5,17.1
2012,28043,13.1,10.6,16
2012,28045,11,8.7,13.6
2012,28047,12.7,11.1,14.4
2012,28049,12.3,10.8,13.9
2012,28051,16.6,13.5,20.1
2012,28053,16,12.4,20.2
2012,28055,14.5,10.9,19.1
2012,28057,10.9,8.4,13.9
2012,28059,12.5,10.8,14.2
2012,28061,14.1,11.4,17.4
2012,28063,16.9,13,21.2
2012,28065,12.5,10,15.2
2012,28067,12.9,10.9,15
2012,28069,13.5,10.5,17.1
2012,28071,10.8,8.8,13.1
2012,28073,10.6,8.7,12.8
2012,28075,13.5,11.7,15.4
2012,28077,14.3,11.6,17.5
2012,28079,14.2,11.2,17.6
2012,28081,11.7,9.9,13.7
2012,28083,14.9,12.4,17.8
2012,28085,11.5,9.6,13.6
2012,28087,12.5,10.5,14.5
2012,28089,9.9,8.1,11.9
2012,28091,11.8,9.7,14.1
2012,28093,13.3,10.8,16.4
2012,28095,12.4,10.2,14.9
2012,28097,12,9.5,15
2012,28099,13.4,10.9,16.4
2012,28101,13.6,11,16.6
2012,28103,17.2,13.7,21.4
2012,28105,11.4,9.5,13.6
2012,28107,13.1,10.7,15.7
2012,28109,12.5,10.2,15
2012,28111,11.4,8.6,14.7
2012,28113,14.2,12.1,16.6
2012,28115,12.4,9.8,15.6
2012,28117,13.6,10.6,16.9
2012,28119,14.4,11.1,18.3
2012,28121,11.3,9.5,13.2
2012,28123,13.6,11,16.7
2012,28125,14.9,11.4,19.3
2012,28127,12.6,9.8,16
2012,28129,12.1,9.6,14.9
2012,28131,12.3,9.4,15.7
2012,28133,14.2,11.5,17.1
2012,28135,15.1,12.1,18.4
2012,28137,15.2,12.3,18.2
2012,28139,10.9,8.4,13.8
2012,28141,11.6,8.9,14.8
2012,28143,16.4,12.7,20.9
2012,28145,10.8,8.4,13.6
2012,28147,15.3,12.4,18.6
2012,28149,12.7,10.2,15.4
2012,28151,13.8,11.7,16.1
2012,28153,14.3,11.5,17.4
2012,28155,12.5,9.5,15.8
2012,28157,17.7,14.2,21.8
2012,28159,13.3,10.7,16.4
2012,28161,14.2,11.2,17.7
2012,28163,13.4,10.4,16.9
2012,29001,9.1,7,11.7
2012,29003,8.3,6.2,10.8
2012,29005,9.3,6.7,12.5
2012,29007,11,8.2,14.5
2012,29009,9.3,7,12.3
2012,29011,11,8,14.8
2012,29013,8.6,6.2,11.9
2012,29015,10.5,7.8,14.1
2012,29017,10,7.2,13.5
2012,29019,8.3,6.7,10
2012,29021,11.2,9.4,13.2
2012,29023,10.4,7.9,13.4
2012,29025,10.2,7.3,13.8
2012,29027,8.9,6.7,11.6
2012,29029,8.3,6.2,10.8
2012,29031,10.5,8.4,13.2
2012,29033,9.9,7.3,13.1
2012,29035,10.2,7.3,14
2012,29037,8.7,6.7,11.2
2012,29039,9.7,6.9,13.4
2012,29041,9,6.6,12
2012,29043,9.8,7.4,12.7
2012,29045,9.3,6.8,12.6
2012,29047,11.2,9.2,13.4
2012,29049,9.8,7.3,13.1
2012,29051,9.4,7.4,11.8
2012,29053,10.4,7.5,13.8
2012,29055,9.2,6.5,12.2
2012,29057,10.6,7.6,14.6
2012,29059,11.3,8.1,15.2
2012,29061,9,6.6,11.9
2012,29063,11.7,8.7,15.1
2012,29065,10,7.3,13.5
2012,29067,9,6.4,12.4
2012,29069,10,7.5,13.1
2012,29071,9.3,7,12
2012,29073,9.1,6.5,12.2
2012,29075,9.4,6.8,12.7
2012,29077,7.9,6.5,9.4
2012,29079,8,5.9,10.7
2012,29081,9.5,6.9,12.4
2012,29083,9,6.5,11.9
2012,29085,9.2,6.6,12.4
2012,29087,8.7,6.4,11.7
2012,29089,10,7.3,13.3
2012,29091,9.9,7.6,12.9
2012,29093,9.6,7,13
2012,29095,10,9.1,11.1
2012,29097,9.9,7.7,12.4
2012,29099,8.7,6.9,10.9
2012,29101,9.4,7.3,11.7
2012,29103,8.6,6.2,11.8
2012,29105,9.8,7.3,12.8
2012,29107,9.4,6.9,12.3
2012,29109,10,7.4,13.2
2012,29111,9.9,7.2,13.2
2012,29113,11.7,8.8,15.3
2012,29115,8.6,6.4,11.2
2012,29117,9,6.7,11.8
2012,29121,10.3,7.7,13.5
2012,29123,9.5,6.8,13.2
2012,29125,9.6,6.7,13.4
2012,29127,9.2,7,11.7
2012,29119,10.2,7.5,13.5
2012,29129,10,7.1,13.9
2012,29131,10,7.3,13.3
2012,29133,11.8,8.8,15.5
2012,29135,9.6,6.9,13
2012,29137,10,7.3,13.1
2012,29139,9.7,6.9,13.1
2012,29141,8.6,6.3,11.4
2012,29143,11.2,8.3,14.7
2012,29145,9.2,6.9,12
2012,29147,10.1,7.7,12.6
2012,29149,9.4,6.8,12.7
2012,29151,9.7,7,13.3
2012,29153,10.8,7.8,14.7
2012,29155,11,8.3,14.6
2012,29157,9.4,6.8,12.4
2012,29159,11.4,8.5,14.6
2012,29161,11.4,8.7,14.6
2012,29163,10,7.5,13.1
2012,29165,9.5,7.3,12.1
2012,29167,10,7.4,13.3
2012,29169,11.4,8.7,14.6
2012,29171,9.4,6.8,12.6
2012,29173,11,8.1,14.4
2012,29175,10.6,8.2,13.7
2012,29177,10.7,7.8,14.3
2012,29179,9.7,6.9,13.4
2012,29181,9.5,7,12.6
2012,29195,9.8,7.4,12.7
2012,29197,9.5,6.7,13.1
2012,29199,9.3,6.7,12.4
2012,29201,10.4,7.9,13.1
2012,29203,10.6,7.5,14.5
2012,29205,8.9,6.4,12.1
2012,29183,7.8,6.2,9.5
2012,29185,9.5,6.8,13.2
2012,29187,11.1,8.7,14
2012,29510,12.6,11.2,14.1
2012,29189,8.9,8,9.9
2012,29186,8.5,6.1,11.4
2012,29207,10.2,7.6,13.3
2012,29209,9,6.5,11.8
2012,29211,9.9,7.1,13.4
2012,29213,9.7,7.2,12.7
2012,29215,9.6,7.1,12.5
2012,29217,10.6,7.7,14.3
2012,29219,9.4,6.9,12.6
2012,29221,13.3,9.8,17.8
2012,29223,10.5,7.6,14.2
2012,29225,9.4,6.9,12.4
2012,29227,9.1,6.4,12.5
2012,29229,10.8,7.8,14.4
2012,30001,6.4,5,8.3
2012,30003,13.4,11.2,16
2012,30005,9.8,8.1,11.7
2012,30007,6.4,4.7,8.4
2012,30009,6.7,5.1,8.5
2012,30011,6.2,4.4,8.5
2012,30013,7.7,6.7,8.8
2012,30015,6.9,5.2,8.9
2012,30017,8.1,6.3,10.1
2012,30019,6.7,4.7,9.1
2012,30021,6.6,4.9,8.4
2012,30023,6.9,5.3,8.8
2012,30025,6.5,4.6,8.9
2012,30027,6.5,5,8.3
2012,30029,6.2,5.4,7.3
2012,30031,4.5,3.7,5.3
2012,30033,5.6,3.9,7.7
2012,30035,12.2,10.4,14.1
2012,30037,6.9,4.9,9.5
2012,30039,6,4.2,8.1
2012,30041,9,8,10.2
2012,30043,6,4.5,7.7
2012,30045,6.4,4.6,8.7
2012,30047,8.8,7.9,9.9
2012,30049,6.3,5.3,7.4
2012,30051,6.8,4.8,9.3
2012,30053,8.1,6.5,9.8
2012,30057,5.7,4.3,7.3
2012,30055,6.3,4.6,8.5
2012,30059,6.2,4.4,8.6
2012,30061,6.9,5.1,9
2012,30063,4.7,4,5.5
2012,30065,6.7,4.9,8.7
2012,30067,5.6,4.4,7.2
2012,30069,6.9,4.9,9.5
2012,30071,7.1,5.2,9.3
2012,30073,8.3,6.4,10.9
2012,30075,5.4,3.8,7.3
2012,30077,7.4,5.4,9.6
2012,30079,6.7,4.8,9.1
2012,30081,5.8,4.7,7.1
2012,30083,6.7,5.1,8.5
2012,30085,12.2,10.2,14.5
2012,30087,9.9,8.3,11.7
2012,30089,7.2,5.7,9.1
2012,30091,8.1,5.9,10.7
2012,30093,7.2,6,8.4
2012,30095,6,4.6,7.7
2012,30097,6.2,4.4,8.5
2012,30099,7,5.3,9.1
2012,30101,7.1,5.2,9.2
2012,30103,6.4,4.5,8.7
2012,30105,7.2,5.6,9
2012,30107,6.1,4.3,8.4
2012,30109,6.6,4.6,9.2
2012,30111,7.6,6.8,8.5
2012,31001,8.1,7,9.3
2012,31003,7.9,6.2,10
2012,31005,6.9,5,9.5
2012,31007,7.8,5.7,10.5
2012,31009,6.8,4.8,9.3
2012,31011,7.8,6.1,9.9
2012,31013,9.4,7.8,11.4
2012,31015,8.1,5.9,10.7
2012,31017,8,6,10.3
2012,31019,6.7,5.6,7.8
2012,31021,7.7,6.1,9.4
2012,31023,6.4,5,8
2012,31025,7.5,6.1,9.1
2012,31027,6.7,5.5,8.1
2012,31029,7.5,5.6,9.6
2012,31031,6.2,5.1,7.4
2012,31033,6.8,5.3,8.5
2012,31035,7,5.3,8.8
2012,31037,7.1,5.6,8.8
2012,31039,5.6,4.4,7.1
2012,31041,8,6.7,9.6
2012,31043,8.9,8,10
2012,31045,8.8,7.1,10.8
2012,31047,8.2,6.8,9.6
2012,31049,8,5.8,10.5
2012,31051,6.8,5.5,8.4
2012,31053,7.6,6.4,9
2012,31055,8.7,8.2,9.3
2012,31057,8.1,6.1,10.5
2012,31059,6.8,5.3,8.7
2012,31061,7.2,5.3,9.5
2012,31063,7.2,5.4,9.3
2012,31065,9.1,7.1,11.2
2012,31067,8.7,7.3,10.2
2012,31069,7.1,5.3,9.4
2012,31071,6.7,5,9
2012,31073,7.4,5.3,10
2012,31075,7.7,5.7,10.1
2012,31077,6.7,5,8.8
2012,31079,7.9,6.9,9
2012,31081,5.8,4.5,7.2
2012,31083,6.9,5,9.1
2012,31085,7.2,5.2,9.7
2012,31087,7.6,5.7,9.8
2012,31089,6.2,4.9,7.8
2012,31091,7.2,5.3,9.6
2012,31093,8.2,6.5,10.2
2012,31095,8.5,6.7,10.6
2012,31097,7.6,5.7,9.8
2012,31099,6.3,4.8,8.2
2012,31101,6.5,5.4,7.8
2012,31103,7.2,5.2,9.8
2012,31105,7.6,5.8,9.8
2012,31107,7.4,6.2,8.7
2012,31109,7.5,7,8.2
2012,31111,8.6,7.6,9.7
2012,31113,7.2,5,9.8
2012,31115,7.5,5.3,10.2
2012,31119,7.8,6.7,9
2012,31117,7.3,5.2,9.9
2012,31121,8.6,6.8,10.8
2012,31123,7.1,5.4,9.1
2012,31125,9.5,7.2,12.3
2012,31127,7.9,6.3,9.6
2012,31129,7.3,5.5,9.3
2012,31131,9.2,7.7,10.9
2012,31133,8.4,6.3,11.1
2012,31135,6.9,5.1,9
2012,31137,8.1,6.2,10.2
2012,31139,8.5,6.8,10.5
2012,31141,7,5.9,8
2012,31143,7.4,5.8,9.5
2012,31145,7.6,6.2,9.2
2012,31147,8.2,6.5,10.1
2012,31149,8.6,6.3,11.1
2012,31151,7.4,5.9,9.1
2012,31153,8.7,7.9,9.7
2012,31155,6.6,5.3,8.1
2012,31157,9,8,10.1
2012,31159,6.7,5.5,8.1
2012,31161,8,6.7,9.4
2012,31163,7.4,5.5,9.6
2012,31165,6.3,4.6,8.4
2012,31167,8.1,6.3,10.3
2012,31169,7.6,5.8,9.7
2012,31171,7.5,5.4,10.1
2012,31173,15.3,13.3,17.5
2012,31175,8.4,6.4,10.6
2012,31177,7.1,5.8,8.7
2012,31179,6.4,5.1,7.8
2012,31181,7.3,5.4,9.4
2012,31183,7.3,5.2,9.9
2012,31185,7.1,5.8,8.6
2012,32510,7,5.7,8.4
2012,32001,8.2,6.6,10.1
2012,32003,8.3,7.7,8.9
2012,32005,5.6,4.5,6.9
2012,32007,7.9,6.5,9.5
2012,32009,7.8,5.5,10.7
2012,32011,7.2,5.2,10
2012,32013,6,4.5,7.8
2012,32015,7.1,5.1,9.6
2012,32017,6.8,4.9,9.2
2012,32019,7.6,6.3,9.2
2012,32021,7.8,5.8,10.5
2012,32023,8,6.5,9.7
2012,32027,7.6,5.5,10.3
2012,32029,7.1,5.2,9.7
2012,32031,6.5,5.9,7.2
2012,32033,7.4,5.5,9.7
2012,33001,7.6,6.6,8.8
2012,33003,7.3,6.2,8.6
2012,33005,7.4,6.4,8.5
2012,33007,8.9,7.5,10.3
2012,33009,7.8,6.7,9
2012,33011,8.3,7.7,9
2012,33013,8,7,9
2012,33015,7.6,6.8,8.4
2012,33017,10,8.9,11.1
2012,33019,8,6.7,9.2
2012,34001,9.3,8.4,10.3
2012,34003,6.6,5.8,7.4
2012,34005,8.4,7.5,9.5
2012,34007,9.2,8.3,10.2
2012,34009,8.6,7.5,9.8
2012,34011,11.1,9.8,12.5
2012,34013,9.8,8.9,10.6
2012,34015,9.9,8.7,11.1
2012,34017,8.1,7.4,8.9
2012,34019,5.3,4.5,6.2
2012,34021,8.9,8,10
2012,34023,9,8.1,10
2012,34025,7.5,6.7,8.6
2012,34027,6.5,5.8,7.4
2012,34029,8.5,7.5,9.6
2012,34031,8.5,7.5,9.7
2012,34033,10,8.7,11.4
2012,34035,7.4,6.5,8.4
2012,34037,7.1,6.2,8.2
2012,34039,7.4,6.5,8.3
2012,34041,7.5,6.5,8.6
2012,35001,6.2,5.6,6.8
2012,35003,6.5,4.7,8.6
2012,35005,9.6,8.1,11.4
2012,35006,12.1,10.2,14.1
2012,35007,7.6,5.7,9.9
2012,35009,8.5,6.9,10.2
2012,35011,6.6,4.7,8.9
2012,35013,6.4,5.4,7.4
2012,35015,8.3,7,9.9
2012,35017,6.9,5.5,8.7
2012,35019,7.5,5.4,10.4
2012,35021,7.1,5,9.9
2012,35023,7.6,5.4,10.3
2012,35025,7.8,6.5,9.3
2012,35027,5.8,4.4,7.4
2012,35028,5.7,4.4,7.3
2012,35029,7.9,6,10.2
2012,35031,14.1,12.5,15.8
2012,35033,8.1,5.9,10.9
2012,35035,9.1,7.6,10.7
2012,35037,8,6.1,10.5
2012,35039,7.7,6.3,9.5
2012,35041,9.7,7.5,12.4
2012,35045,9.3,8.4,10.2
2012,35047,7.5,5.9,9.7
2012,35043,7.2,6.3,8.3
2012,35049,4.1,3.4,4.8
2012,35051,6.9,5.2,9
2012,35053,8.6,6.6,11
2012,35055,5.7,4.5,7.3
2012,35057,8.1,6.1,10.4
2012,35059,6.6,4.7,9
2012,35061,8,6.8,9.4
2012,36001,8.9,7.2,10.9
2012,36003,8.7,6.5,11.6
2012,36005,11.5,10.2,12.9
2012,36007,9.2,7.1,11.5
2012,36009,8.9,6.7,11.6
2012,36011,8.6,6.3,11.3
2012,36013,8.7,6.6,11.2
2012,36015,9.2,6.8,12.2
2012,36017,8.9,6.5,11.8
2012,36019,9,6.7,11.9
2012,36021,7.9,5.9,10.5
2012,36023,8.3,6,11.2
2012,36025,7.9,5.7,10.5
2012,36027,8,6.5,9.9
2012,36029,8,6.8,9.2
2012,36031,8.4,6.1,11.2
2012,36033,9.7,7.1,12.8
2012,36035,8.9,6.5,11.7
2012,36037,8.6,6.3,11.5
2012,36039,7.8,5.8,10.4
2012,36041,8.3,5.9,11.3
2012,36043,8.3,6,11.1
2012,36045,10.1,7.7,13
2012,36047,10.6,9.6,11.6
2012,36049,9.4,6.7,12.7
2012,36051,9,6.7,11.9
2012,36053,8.4,6.2,10.9
2012,36055,8.8,7.4,10.2
2012,36057,8.1,5.8,10.9
2012,36059,7.3,6.2,8.4
2012,36061,6.6,5.8,7.4
2012,36063,8.8,6.9,10.8
2012,36065,8.5,6.5,10.6
2012,36067,9.3,7.7,11.2
2012,36069,6.7,5,8.8
2012,36071,9.9,8,12.1
2012,36073,9.3,6.7,12.8
2012,36075,8.5,6.3,11
2012,36077,9.4,6.9,12.5
2012,36079,7.7,5.7,10.2
2012,36081,10.5,9.5,11.6
2012,36083,8.5,6.6,10.9
2012,36085,8.9,7.3,10.7
2012,36087,9.7,7.7,12.2
2012,36091,7.4,5.7,9.4
2012,36093,9.5,7.3,12.1
2012,36095,8,5.7,10.8
2012,36097,8.8,6.1,12.2
2012,36099,8.9,6.4,12
2012,36089,10.2,7.8,12.9
2012,36101,9.1,6.8,11.8
2012,36103,7.3,6.2,8.5
2012,36105,9.3,6.8,12.3
2012,36107,8.3,6,11.3
2012,36109,8.4,6.2,10.8
2012,36111,8.8,6.9,11.2
2012,36113,8.3,6.3,11.1
2012,36115,8.3,6.1,11.2
2012,36117,8.3,6.2,10.8
2012,36119,7.5,6.3,8.8
2012,36121,7.4,5.3,9.8
2012,36123,7.4,5.1,10.1
2012,37001,10.7,8.9,12.7
2012,37003,9.7,7.2,12.7
2012,37005,9.4,6.8,12.7
2012,37007,12.6,9.6,16.3
2012,37009,8,5.9,10.7
2012,37011,8.6,6.3,11.5
2012,37013,11.6,8.9,14.9
2012,37015,11.6,8.8,14.8
2012,37017,12.6,9.7,16.1
2012,37019,8.6,6.8,10.7
2012,37021,8,6.8,9.4
2012,37023,10.9,8.6,13.6
2012,37025,9.3,7.8,11.1
2012,37027,12.1,9.5,15
2012,37029,9.9,7.3,13
2012,37031,8.7,6.6,11.1
2012,37033,10.8,8.2,14
