county_fips,year,adult_smoking_percent,adult_obesity_percent,physical_inactivity_percent,food_environment_index
26033,2013,25.1,31.4,23.1,NA
26035,2013,26.2,30.3,32.3,NA
26037,2013,17.8,31.6,25.6,NA
26039,2013,NA,30.2,24.8,NA
26041,2013,22.9,30,26,NA
26043,2013,28.1,27.5,24.1,NA
26045,2013,21.6,31.3,22.9,NA
26047,2013,23.9,31.7,22.7,NA
26049,2013,23.2,36.1,30.3,NA
26051,2013,30.7,33.8,28.7,NA
26053,2013,16.4,30.6,26.2,NA
26055,2013,18.3,30.4,20.2,NA
26057,2013,25.1,37.7,28.3,NA
26059,2013,23.2,28.3,26.8,NA
26061,2013,15.7,26.2,26.7,NA
26063,2013,20.9,30.9,24.4,NA
26065,2013,19.8,31.1,22.2,NA
26067,2013,21.5,33.5,23.5,NA
26069,2013,20.7,33.9,25.2,NA
26071,2013,20.4,30.1,24.9,NA
26073,2013,21.7,32.7,23.7,NA
26075,2013,22.6,36.6,27.6,NA
26077,2013,18.1,28.5,22.3,NA
26079,2013,NA,30.5,26.1,NA
26081,2013,17.9,30.3,21.3,NA
26083,2013,NA,31.6,27.8,NA
26085,2013,NA,32.2,26.2,NA
26087,2013,21.1,33.7,26.6,NA
26089,2013,10.6,31.4,28.5,NA
26091,2013,18.1,33.5,24.4,NA
26093,2013,16,26.6,19.4,NA
26095,2013,NA,31.7,27.4,NA
26097,2013,NA,33.3,27.3,NA
26099,2013,19.4,31,25.2,NA
26101,2013,28.8,27.4,29,NA
26103,2013,21.6,29.8,21.4,NA
26105,2013,NA,32.1,28.5,NA
26107,2013,26.3,32.4,26.2,NA
26109,2013,26.2,31.2,27.2,NA
26111,2013,19.9,31.2,22.3,NA
26113,2013,NA,33.6,26.3,NA
26115,2013,21.1,35.2,27.7,NA
26117,2013,21.2,33.8,23,NA
26119,2013,NA,31.6,26.7,NA
26121,2013,26.7,34.7,26.3,NA
26123,2013,22.1,34.8,26.4,NA
26125,2013,15.5,27.3,20.7,NA
26127,2013,19.5,35.3,26.2,NA
26129,2013,24.3,33.6,31.4,NA
26131,2013,NA,32.4,23.2,NA
26133,2013,24.8,33.3,27.9,NA
26135,2013,NA,31.5,29.1,NA
26137,2013,24.3,30.6,24.7,NA
26139,2013,15.5,25.4,21.4,NA
26141,2013,19,32.7,25.8,NA
26143,2013,24.4,35.6,33,NA
26145,2013,19.8,39.8,31.3,NA
26147,2013,26.1,30.7,24.5,NA
26149,2013,22.1,32.2,26.2,NA
26151,2013,24.3,35.4,29.1,NA
26153,2013,NA,29.9,26.4,NA
26155,2013,21.6,31.9,26.5,NA
26157,2013,20,30.9,27.5,NA
26159,2013,20.2,30.4,28.3,NA
26161,2013,11.9,24.6,19.1,NA
26163,2013,22.2,34.2,27.9,NA
26165,2013,28.9,33.2,28.5,NA
27001,2013,13.2,28.7,23.1,NA
27003,2013,17.4,30.4,20.6,NA
27005,2013,17.1,29,22.5,NA
27007,2013,32.9,30.3,21.6,NA
27009,2013,13.6,27.3,21.1,NA
27011,2013,2.9,28.1,22.8,NA
27013,2013,18.4,27.4,24.7,NA
27015,2013,NA,31.1,23.7,NA
27017,2013,14.8,28.2,19.8,NA
27019,2013,15.4,26.3,16.5,NA
27021,2013,16.5,27.8,22.5,NA
27023,2013,NA,32,22.4,NA
27025,2013,26.9,27,18.9,NA
27027,2013,16.5,30,22.5,NA
27029,2013,NA,30.7,22.6,NA
27031,2013,NA,27.5,19.7,NA
27033,2013,NA,27.8,27.3,NA
27035,2013,18.4,25,18.6,NA
27037,2013,16,26.4,16.6,NA
27039,2013,21.1,31.6,20,NA
27041,2013,21.4,28,20.3,NA
27043,2013,18.1,29,25.2,NA
27045,2013,15.7,28.7,23.2,NA
27047,2013,18.9,29,23.3,NA
27049,2013,19.6,27.9,19.1,NA
27051,2013,NA,27.3,23.1,NA
27053,2013,14.9,21.2,16.1,NA
27055,2013,16.8,27.1,20.5,NA
27057,2013,20.8,25.4,20.6,NA
27059,2013,22,28.9,18.7,NA
27061,2013,24.4,26.6,19.3,NA
27063,2013,12.9,30.6,24.1,NA
27065,2013,NA,28.8,22.4,NA
27067,2013,20.3,29,23.9,NA
27069,2013,10.4,29.2,24.9,NA
27071,2013,17.3,29.7,21.7,NA
27073,2013,NA,29.8,22.1,NA
27075,2013,NA,29.7,24.1,NA
27077,2013,NA,28.3,23.8,NA
27079,2013,13.5,29.5,21.7,NA
27081,2013,NA,27.7,24.2,NA
27083,2013,17.5,29.5,23.2,NA
27085,2013,12.4,28.9,19.2,NA
27087,2013,NA,31.7,28.3,NA
27089,2013,NA,26.5,22.4,NA
27091,2013,NA,27.3,22.4,NA
27093,2013,22.1,26.1,25,NA
27095,2013,NA,26.7,23.8,NA
27097,2013,20.8,28.8,21.7,NA
27099,2013,15.2,28.7,23,NA
27101,2013,NA,31,21,NA
27103,2013,5.9,28,17.2,NA
27105,2013,11.9,27,23.2,NA
27107,2013,18.4,30.9,23.3,NA
27109,2013,12.4,28.2,17.5,NA
27111,2013,16.8,30.5,24.7,NA
27113,2013,18.5,28.3,24,NA
27115,2013,14.7,27.3,20.6,NA
27117,2013,NA,28.1,21,NA
27119,2013,28,30.7,27.3,NA
27121,2013,12.8,28.3,25.6,NA
27123,2013,16.8,24.2,15.2,NA
27125,2013,12.8,32,21.1,NA
27127,2013,NA,29.4,22.7,NA
27129,2013,16.7,32.4,24.9,NA
27131,2013,9.1,24.1,17.4,NA
27133,2013,NA,24.6,24,NA
27135,2013,10.1,32.1,23.1,NA
27137,2013,21.1,27.8,18.3,NA
27139,2013,14.5,24.7,16.8,NA
27141,2013,24.3,30.6,21.7,NA
27143,2013,12.4,30.1,24.3,NA
27145,2013,14.2,28.6,19.3,NA
27147,2013,14.8,29.9,21.8,NA
27149,2013,NA,27.4,22.1,NA
27151,2013,NA,28.8,27.7,NA
27153,2013,17.9,30.5,27.5,NA
27155,2013,NA,28.3,24.7,NA
27157,2013,16.7,24.5,23.8,NA
27159,2013,8.9,30.7,23.8,NA
27161,2013,13.8,30.7,23.9,NA
27163,2013,17.5,25.8,16.4,NA
27165,2013,12,28.3,23.5,NA
27167,2013,NA,29.1,26.8,NA
27169,2013,15.5,30.6,19.8,NA
27171,2013,18.1,24.5,17.6,NA
27173,2013,NA,25.3,21.2,NA
28001,2013,23.8,37.1,39.9,NA
28003,2013,23.4,32.2,34.8,NA
28005,2013,28,37.3,33.2,NA
28007,2013,20.7,37.8,36.2,NA
28009,2013,25.2,36,34.1,NA
28011,2013,20.6,39.3,31.5,NA
28013,2013,22,32.5,37,NA
28015,2013,23.7,34.3,32.7,NA
28017,2013,24.3,35,33.8,NA
28019,2013,16.5,33.8,30.1,NA
28021,2013,17.1,41.8,40,NA
28023,2013,18.5,33.4,39,NA
28025,2013,25.3,37.9,37.5,NA
28027,2013,24,44.1,36.5,NA
28029,2013,26.1,35.9,37.7,NA
28031,2013,29,40.4,31.2,NA
28033,2013,24.2,32.7,30.2,NA
28035,2013,22.2,36.3,32.4,NA
28037,2013,24.8,38.6,38.9,NA
28039,2013,25,37.9,33.4,NA
28041,2013,28,40.1,32.2,NA
28043,2013,29.2,37.3,35.6,NA
28045,2013,24,35.1,29.8,NA
28047,2013,27.8,36,29.8,NA
28049,2013,21.2,36.2,35.3,NA
28051,2013,26.4,40.7,35.4,NA
28053,2013,21.1,41.4,33.7,NA
28055,2013,NA,37.4,34.1,NA
28057,2013,29.9,34.7,36.4,NA
28059,2013,25.8,32.8,29.1,NA
28061,2013,20.8,39.2,36.2,NA
28063,2013,22.8,45.2,37.5,NA
28065,2013,23.1,35,31.6,NA
28067,2013,19.9,37.2,32.5,NA
28069,2013,30,37.8,33.5,NA
28071,2013,18.3,32.4,28.4,NA
28073,2013,19.8,31.8,28.6,NA
28075,2013,22.3,35.2,30.3,NA
28077,2013,28.2,36.3,34.8,NA
28079,2013,23.7,35.6,39.3,NA
28081,2013,22.5,33.6,30.9,NA
28083,2013,22.7,39.1,35.2,NA
28085,2013,20.3,35.9,34.8,NA
28087,2013,25.6,37.2,33.8,NA
28089,2013,13.4,28.7,25.9,NA
28091,2013,31,36.1,29.6,NA
28093,2013,29.1,38.7,38.1,NA
28095,2013,24.3,35.1,36.5,NA
28097,2013,22.1,35.6,37,NA
28099,2013,29.6,34.7,34.1,NA
28101,2013,23.1,32.8,33.6,NA
28103,2013,13.5,39.7,33.9,NA
28105,2013,16.3,31.6,26.2,NA
28107,2013,24,35.9,37.2,NA
28109,2013,31.4,32.9,29.5,NA
28111,2013,24.5,35.5,36.5,NA
28113,2013,25,39.4,35.9,NA
28115,2013,25.1,33.7,34.9,NA
28117,2013,26.5,33.7,32.9,NA
28119,2013,NA,39.8,35.2,NA
28121,2013,21.5,34.9,27.9,NA
28123,2013,27.8,38,35.4,NA
28125,2013,NA,40.1,35.8,NA
28127,2013,22,34.7,32.8,NA
28129,2013,16.3,34,35.7,NA
28131,2013,26.5,34,30.8,NA
28133,2013,24,41.8,34.4,NA
28135,2013,22.1,37.3,34,NA
28137,2013,27.8,35.4,32.7,NA
28139,2013,24.4,35,40,NA
28141,2013,22.7,28.4,30.6,NA
28143,2013,NA,40.4,39.3,NA
28145,2013,30.8,34.1,32.4,NA
28147,2013,22,39.3,35.5,NA
28149,2013,23.9,38.9,31.4,NA
28151,2013,24,38.3,36.8,NA
28153,2013,18.1,35.3,32.6,NA
28155,2013,22.6,33.3,35,NA
28157,2013,22,39.7,35.6,NA
28159,2013,21.3,36.2,34.9,NA
28161,2013,23.3,38.1,35.3,NA
28163,2013,25.9,35.5,35.4,NA
29001,2013,22.1,28.2,31.4,NA
29003,2013,21.5,31.4,25.1,NA
29005,2013,20.9,29.6,28.9,NA
29007,2013,NA,30.9,32,NA
29009,2013,28.5,30.2,32.9,NA
29011,2013,NA,32.5,29.1,NA
29013,2013,24.5,30.1,28.8,NA
29015,2013,20.7,32.4,32.8,NA
29017,2013,NA,35.2,32.8,NA
29019,2013,17.9,27.6,21.1,NA
29021,2013,27.7,37.2,30.7,NA
29023,2013,34.1,32.5,33.1,NA
29025,2013,23.5,34.7,31.9,NA
29027,2013,26.3,35.8,29,NA
29029,2013,27.9,27.1,33.1,NA
29031,2013,20.1,27.5,27.8,NA
29033,2013,20.9,31.4,27.2,NA
29035,2013,NA,30.5,31.2,NA
29037,2013,23.2,33.3,27.5,NA
29039,2013,NA,30.8,30,NA
29041,2013,13.6,30.9,31,NA
29043,2013,18.6,27.3,26.4,NA
29045,2013,NA,32.5,32.3,NA
29047,2013,22.3,27.8,26.5,NA
29049,2013,20.8,31.2,30.1,NA
29051,2013,20.8,28.1,26.3,NA
29053,2013,NA,30.4,26.3,NA
29055,2013,NA,32.4,29.4,NA
29057,2013,NA,29.4,28.5,NA
29059,2013,NA,32.1,29.8,NA
29061,2013,23.4,32,28.9,NA
29063,2013,21.4,32,29.8,NA
29065,2013,NA,31.5,31.3,NA
29067,2013,NA,31.7,29.9,NA
29069,2013,32.2,34.7,42.3,NA
29071,2013,28.2,31,27.4,NA
29073,2013,NA,32.3,33.1,NA
29075,2013,16.9,30.5,30.7,NA
29077,2013,21.9,30.1,25.5,NA
29079,2013,24.5,28.6,28.1,NA
29081,2013,26.3,32,32.4,NA
29083,2013,NA,31.8,31.8,NA
29085,2013,NA,31.9,29.5,NA
29087,2013,NA,30.5,29.1,NA
29089,2013,NA,31.2,32.6,NA
29091,2013,26.2,30.4,30.6,NA
29093,2013,NA,33.6,29.5,NA
29095,2013,23.7,32.7,25.7,NA
29097,2013,22.4,33,26.9,NA
29099,2013,28.8,35.5,31.3,NA
29101,2013,20,33.6,29.1,NA
29103,2013,NA,31.6,31.6,NA
29105,2013,28.4,31.8,35,NA
29107,2013,19.9,30.7,28.2,NA
29109,2013,NA,29.7,29.7,NA
29111,2013,28.8,33.7,30.3,NA
29113,2013,30.2,35.8,26.8,NA
29115,2013,28.3,36.6,34.8,NA
29117,2013,22.2,28.1,34.2,NA
29119,2013,NA,32.1,31.7,NA
29121,2013,19.7,30.5,30.8,NA
29123,2013,NA,34.4,30,NA
29125,2013,NA,31.2,30.8,NA
29127,2013,25,29,31.6,NA
29129,2013,NA,31.8,35.7,NA
29131,2013,NA,30.2,31,NA
29133,2013,NA,31.4,38.4,NA
29135,2013,NA,29.7,32.4,NA
29137,2013,26.8,31,28.8,NA
29139,2013,NA,31.5,30.3,NA
29141,2013,NA,28.8,37.6,NA
29143,2013,26,31.7,31.6,NA
29145,2013,18.2,32.5,31.5,NA
29147,2013,14.5,30.5,30.4,NA
29149,2013,NA,32.6,34.8,NA
29151,2013,15.2,29.7,27.7,NA
29153,2013,NA,27.5,31.6,NA
29155,2013,NA,38.1,36.9,NA
29157,2013,18.5,33.6,26.8,NA
29159,2013,28.6,29.4,32.9,NA
29161,2013,27.5,31.3,28.1,NA
29163,2013,27.1,32.8,32.3,NA
29165,2013,19.9,28.4,28.3,NA
29167,2013,17.6,32.9,28.1,NA
29169,2013,24,32.5,26.6,NA
29171,2013,NA,29.1,30.7,NA
29173,2013,20.9,30.8,29.4,NA
29175,2013,27.1,34.9,32.3,NA
29177,2013,26.7,31.9,32.1,NA
29179,2013,NA,33.3,34.8,NA
29181,2013,NA,31.4,36,NA
29183,2013,16.6,29.7,24.6,NA
29185,2013,NA,31.3,33.4,NA
29186,2013,26.6,30.9,34.4,NA
29187,2013,29,31.4,27.7,NA
29189,2013,17.4,29,24.6,NA
29195,2013,26.6,31.2,29.7,NA
29197,2013,NA,31.6,30.6,NA
29199,2013,13.7,34.3,29.3,NA
29201,2013,23,34.4,33.7,NA
29203,2013,NA,34.8,32.4,NA
29205,2013,18.2,32.5,30.5,NA
29207,2013,28.3,28.8,41.1,NA
29209,2013,NA,30.1,29,NA
29211,2013,NA,28.6,30.8,NA
29213,2013,28.4,32.1,30.7,NA
29215,2013,32.9,35.4,33.4,NA
29217,2013,25.7,33.9,32,NA
29219,2013,NA,31.8,29.1,NA
29221,2013,NA,29.8,28.4,NA
29223,2013,NA,29.2,32.4,NA
29225,2013,19.3,31.9,25.8,NA
29227,2013,NA,30,30.9,NA
29229,2013,23,33.2,35.8,NA
29510,2013,26.6,33.9,27.5,NA
30001,2013,11.2,23.3,20.9,NA
30003,2013,27.5,36.4,27.3,NA
30005,2013,29.5,34.9,33.6,NA
30007,2013,12.1,25.8,24.9,NA
30009,2013,16.1,27.2,26.3,NA
30011,2013,11.4,24.1,32.6,NA
30013,2013,18.1,25.5,24.3,NA
30015,2013,15.1,29.2,29.4,NA
30017,2013,16.9,23.4,25.2,NA
30019,2013,15.3,23,26.1,NA
30021,2013,17.6,27.9,31.4,NA
30023,2013,27.5,27.1,24.2,NA
30025,2013,14.9,25.2,32.5,NA
30027,2013,14.8,23.9,24.4,NA
30029,2013,17.4,21.8,19.7,NA
30031,2013,12.2,17.4,16.7,NA
30033,2013,NA,26,28.4,NA
30035,2013,34.7,31,31.1,NA
30037,2013,NA,27.6,25.6,NA
30039,2013,21.6,23,26.2,NA
30041,2013,29.2,32.4,29.2,NA
30043,2013,17.2,21.2,20.4,NA
30045,2013,7.9,25.1,30.3,NA
30047,2013,23.1,27.6,22.6,NA
30049,2013,17.7,23.5,19.4,NA
30051,2013,11.8,26.2,35.1,NA
30053,2013,20.9,25.6,24.6,NA
30055,2013,5.7,26.3,27.9,NA
30057,2013,14,24.6,28.2,NA
30059,2013,18.7,25.3,29.3,NA
30061,2013,20.6,28.4,30.5,NA
30063,2013,17.6,20.5,16.4,NA
30065,2013,19.2,21.9,28.5,NA
30067,2013,13.4,21.3,22,NA
30069,2013,NA,23.8,26.1,NA
30071,2013,15.3,26.3,33,NA
30073,2013,20,28.8,29.6,NA
30075,2013,10.1,24.2,31.3,NA
30077,2013,24.4,24.4,25.9,NA
30079,2013,NA,27.5,30.6,NA
30081,2013,19.4,21.2,21.2,NA
30083,2013,18,31.2,30.3,NA
30085,2013,30,34.8,33.1,NA
30087,2013,21.9,35.2,30.2,NA
30089,2013,23.1,23.5,27.4,NA
30091,2013,15.1,27.6,31.2,NA
30093,2013,24.1,25.2,25.6,NA
30095,2013,14.9,27,23.6,NA
30097,2013,14.5,21.1,29.6,NA
30099,2013,19,25.1,27,NA
30101,2013,18.7,28.7,27.4,NA
30103,2013,NA,24.5,28.9,NA
30105,2013,17.5,27,30.7,NA
30107,2013,26.1,25.5,32,NA
30109,2013,NA,26.2,32.6,NA
30111,2013,18,27.8,24,NA
31001,2013,17.3,29.6,24.3,NA
31003,2013,16.7,28.9,29.6,NA
31005,2013,NA,27.2,28.7,NA
31007,2013,NA,31.2,27.7,NA
31009,2013,5.2,29.3,30.8,NA
31011,2013,12.2,28.6,30.5,NA
31013,2013,21,32.4,26.7,NA
31015,2013,14,28.1,31.6,NA
31017,2013,18.7,28.5,29.7,NA
31019,2013,15.8,29.7,23.1,NA
31021,2013,16.6,30.7,34.1,NA
31023,2013,18.9,28,29.5,NA
31025,2013,18.5,28.6,26.9,NA
31027,2013,11.5,27.5,30.9,NA
31029,2013,11,26.4,28.5,NA
31031,2013,15.7,27.4,30.1,NA
31033,2013,19.6,29.1,24.9,NA
31035,2013,14.2,34.9,32.6,NA
31037,2013,15.6,32.9,28.8,NA
31039,2013,14.6,29.3,30.5,NA
31041,2013,13.3,29.8,31.7,NA
31043,2013,21.1,35,30.9,NA
31045,2013,17.8,28.3,24.9,NA
31047,2013,18.1,32.4,27.2,NA
31049,2013,22.3,27.6,30.7,NA
31051,2013,19.1,33.3,32.4,NA
31053,2013,20.7,29.7,30.6,NA
31055,2013,19.7,27.3,23.5,NA
31057,2013,13.5,30.1,33,NA
31059,2013,12.6,29.4,28.8,NA
31061,2013,19.3,28.6,34.7,NA
31063,2013,15.5,33.2,32.9,NA
31065,2013,18.1,33.1,28.1,NA
31067,2013,20.3,32.7,28.5,NA
31069,2013,21.4,27.7,33.3,NA
31071,2013,14,27.4,26.9,NA
31073,2013,14.5,28.5,27.9,NA
31075,2013,7.7,25.6,31.7,NA
31077,2013,8.5,32.8,31.2,NA
31079,2013,17.6,31.8,26.9,NA
31081,2013,16.1,31.1,29.2,NA
31083,2013,17.4,27,30.6,NA
31085,2013,11.3,28.8,29.8,NA
31087,2013,21.8,32.4,33.6,NA
31089,2013,15.8,29.1,33.1,NA
31091,2013,8.9,32.6,29.5,NA
31093,2013,12,29.8,30.6,NA
31095,2013,18.3,30.5,32.9,NA
31097,2013,19.4,33.1,29.7,NA
31099,2013,15.2,27.2,26.1,NA
31101,2013,20.2,28.4,23.7,NA
31103,2013,14.8,28.7,35.7,NA
31105,2013,28.4,28.4,26.6,NA
31107,2013,14.1,27.8,31.8,NA
31109,2013,18.5,27.5,20,NA
31111,2013,19.1,31.8,28.4,NA
31113,2013,13.2,27.7,28.7,NA
31115,2013,7.7,29.5,29,NA
31117,2013,NA,30.1,29.2,NA
31119,2013,18.3,28.6,24.3,NA
31121,2013,17.1,34.6,28.4,NA
31123,2013,20.5,28.4,28.6,NA
31125,2013,14.6,28.3,31.7,NA
31127,2013,17,33.2,30.9,NA
31129,2013,12.5,30.1,30.3,NA
31131,2013,17.9,32.6,29.1,NA
31133,2013,13.5,31.1,34.6,NA
31135,2013,16.6,26.8,31.1,NA
31137,2013,15.8,31.1,27,NA
31139,2013,13.5,32.1,34,NA
31141,2013,15.9,28,24.8,NA
31143,2013,19.1,33.8,30.2,NA
31145,2013,18.8,30.8,25.7,NA
31147,2013,21.5,32.9,33.6,NA
31149,2013,7.7,30.9,31.8,NA
31151,2013,17.7,33,28.1,NA
31153,2013,17.5,29.1,20.4,NA
31155,2013,20.2,29.8,26,NA
31157,2013,19.5,32.4,28.2,NA
31159,2013,15.2,29.2,23.9,NA
31161,2013,11.1,26.8,31.7,NA
31163,2013,17.3,31.3,32.1,NA
31165,2013,16.4,28.7,28.8,NA
31167,2013,22.9,32.8,31.6,NA
31169,2013,13,29,30.6,NA
31171,2013,NA,33.4,29.6,NA
31173,2013,35.3,36.9,34.6,NA
31175,2013,16.5,29.4,31.4,NA
31177,2013,19.1,29.8,22.6,NA
31179,2013,16.5,28.8,25.8,NA
31181,2013,14.7,30.4,34.2,NA
31183,2013,9.1,27.3,30.7,NA
31185,2013,19,34.7,29.1,NA
32001,2013,21.6,28.8,27.2,NA
32003,2013,22.2,26.2,25.4,NA
32005,2013,18.2,21.7,17.8,NA
32007,2013,23.4,31.1,24.4,NA
32009,2013,NA,27.7,25.5,NA
32011,2013,15.5,27.1,26.3,NA
32013,2013,22.8,29.8,24.8,NA
32015,2013,19,27.2,24.8,NA
32017,2013,16.2,25.2,26,NA
32019,2013,27,30.2,26.5,NA
32021,2013,27.4,31.3,30.4,NA
32023,2013,25.1,30.2,31.3,NA
32027,2013,25.9,29.3,25.6,NA
32029,2013,23.9,23.1,23.2,NA
32031,2013,19.1,22.7,17.4,NA
32033,2013,23.8,29.9,24.7,NA
32510,2013,22.2,23,20.7,NA
33001,2013,19.8,26.2,22.1,NA
33003,2013,18.4,24.4,21.3,NA
33005,2013,18.4,28.1,21.8,NA
33007,2013,22.8,30.6,29.3,NA
33009,2013,17.2,23.8,19.5,NA
33011,2013,17.1,26.9,21.9,NA
33013,2013,15.7,25.4,20.6,NA
33015,2013,16.6,25.7,20.4,NA
33017,2013,20,29.5,23,NA
33019,2013,20.2,28.6,26,NA
34001,2013,20.9,28.2,25.3,NA
34003,2013,13.7,21.8,23.7,NA
34005,2013,15.7,27.6,23.8,NA
34007,2013,19.6,27.9,28.2,NA
34009,2013,21.3,25.4,24.1,NA
34011,2013,24.5,33.3,30.9,NA
34013,2013,15.1,26,27.5,NA
34015,2013,20.2,27,25.4,NA
34017,2013,17.3,23.7,28,NA
34019,2013,13.6,20.8,18.8,NA
34021,2013,14.4,25,25.3,NA
34023,2013,12.7,23.7,27.2,NA
34025,2013,16,21.9,21.9,NA
34027,2013,12.9,21.9,21,NA
34029,2013,17.6,27.1,26.1,NA
34031,2013,16.7,24.4,27.6,NA
34033,2013,25.1,34.2,31.3,NA
34035,2013,10,21.6,21.3,NA
34037,2013,18.8,26.7,21.9,NA
34039,2013,16.3,22.3,25.4,NA
34041,2013,19.1,27.4,25.9,NA
35001,2013,18.5,19.9,16,NA
35003,2013,20.5,23.7,21.2,NA
35005,2013,21.7,29.3,26.7,NA
35006,2013,18.1,32,26.3,NA
35007,2013,23,20.7,25.3,NA
35009,2013,23.1,27,27.5,NA
35011,2013,15.6,22,28.5,NA
35013,2013,15.7,25.6,17.6,NA
35015,2013,20.4,30.8,27.6,NA
35017,2013,19.8,23.1,20.4,NA
35019,2013,NA,24.7,23.5,NA
35021,2013,NA,27.2,22.2,NA
35023,2013,NA,23.7,24.6,NA
35025,2013,23,31.7,29.9,NA
35027,2013,23.3,20.3,21.1,NA
35028,2013,10.7,18.7,14.8,NA
35029,2013,20.2,26.8,22.5,NA
35031,2013,14.7,36.2,25.9,NA
35033,2013,18.7,21.4,23,NA
35035,2013,23.9,25.7,22.4,NA
35037,2013,28.3,24.1,29.1,NA
35039,2013,22.7,24.5,22.8,NA
35041,2013,23.9,27.2,27.8,NA
35043,2013,16,24.3,19.2,NA
35045,2013,24.1,29.8,24.1,NA
35047,2013,23.5,22.5,19.5,NA
35049,2013,16.7,14,12.2,NA
35051,2013,24.4,25.1,26.8,NA
35053,2013,19.8,26.7,22.2,NA
35055,2013,18.2,18.7,16.3,NA
35057,2013,33.3,25.3,24.3,NA
35059,2013,9.7,23.8,25.9,NA
35061,2013,23.6,27.6,24.3,NA
36001,2013,18.8,24.4,22.8,NA
36003,2013,21.2,29,26.5,NA
36005,2013,17.9,27.5,30,NA
36007,2013,19.9,29.8,24.4,NA
36009,2013,21.4,29.1,26.9,NA
36011,2013,29.2,24.6,25.8,NA
36013,2013,23.2,28.4,25.7,NA
36015,2013,24.1,26.6,27,NA
36017,2013,23.8,27.5,25,NA
36019,2013,18.3,29.1,24.2,NA
36021,2013,13.9,25.7,22.2,NA
36023,2013,21.4,26.9,27.1,NA
36025,2013,18.9,27.8,27.9,NA
36027,2013,14.6,27.8,23,NA
36029,2013,17.1,28.6,26.1,NA
36031,2013,14.7,27.7,23.2,NA
36033,2013,18.6,28.4,25.7,NA
36035,2013,25.9,28.7,26.9,NA
36037,2013,22.3,28.2,24.6,NA
36039,2013,26.3,28.6,26,NA
36041,2013,NA,25.2,23.1,NA
36043,2013,18.9,32.2,27.2,NA
36045,2013,27.8,31.5,26.9,NA
36047,2013,14.9,24.5,27.5,NA
36049,2013,19.7,28.8,27,NA
36051,2013,15.7,27.8,24.8,NA
36053,2013,23.2,26.7,23,NA
36055,2013,19.3,30.3,20.8,NA
36057,2013,30.8,30.3,29.2,NA
36059,2013,13.2,21.3,23.1,NA
36061,2013,13.8,15.1,16.2,NA
36063,2013,24,28.7,28.9,NA
36065,2013,23.7,28.8,26.6,NA
36067,2013,16.3,28.5,22.2,NA
36069,2013,17.5,26.5,20,NA
36071,2013,21.2,26.3,26,NA
36073,2013,28.8,29.8,28.2,NA
36075,2013,31.5,34.2,26.6,NA
36077,2013,21.2,28.4,24.8,NA
36079,2013,11.3,28.7,23,NA
36081,2013,14.2,22.4,28.2,NA
36083,2013,21.8,29.1,23.8,NA
36085,2013,19.2,27.7,29.1,NA
36087,2013,9.7,25.6,24.9,NA
36089,2013,26.7,32,31.1,NA
36091,2013,17,26.3,23.9,NA
36093,2013,20.5,28,25,NA
36095,2013,NA,27.9,27.9,NA
36097,2013,NA,27.7,30.1,NA
36099,2013,24.9,31.1,32,NA
36101,2013,28.1,31.2,25.9,NA
36103,2013,17.7,25.6,22.8,NA
36105,2013,28.5,26.6,24.5,NA
36107,2013,17.7,28.7,25.9,NA
36109,2013,12.9,23.1,21.4,NA
36111,2013,24.3,26.9,23.5,NA
36113,2013,23.7,29.7,20.7,NA
36115,2013,27.9,28.5,30.9,NA
36117,2013,23.1,29.9,24,NA
36119,2013,14.3,17.3,19,NA
36121,2013,20.6,29.1,23,NA
36123,2013,NA,24.7,27.3,NA
37001,2013,23.3,33.5,28.3,NA
37003,2013,25.5,28.4,24.8,NA
37005,2013,27.9,25,29.9,NA
37007,2013,18.2,35.5,30.1,NA
37009,2013,24.4,23,26.3,NA
37011,2013,22.5,29.7,21.3,NA
37013,2013,NA,35.7,30,NA
37015,2013,NA,37.5,30.8,NA
37017,2013,23.8,37.2,31.1,NA
37019,2013,22.2,29.5,27,NA
37021,2013,20.5,23.8,20.3,NA
37023,2013,23.6,28.4,28.2,NA
37025,2013,19.9,31,23.1,NA
37027,2013,24.4,30.3,27.5,NA
37029,2013,NA,32.3,25.9,NA
37031,2013,22.2,28.1,28.7,NA
37033,2013,NA,31,29,NA
37035,2013,21.5,26.5,26.7,NA
37037,2013,20.4,24.8,22.3,NA
37039,2013,23.4,26.7,27.5,NA
37041,2013,NA,30.1,29.5,NA
37043,2013,24.5,25.1,24.3,NA
37045,2013,24.8,32.3,30,NA
37047,2013,24.4,33.8,28.7,NA
37049,2013,23.9,33.7,27,NA
37051,2013,23.4,33.2,29.5,NA
37053,2013,NA,32.6,24.2,NA
37055,2013,NA,28.6,24.9,NA
37057,2013,24.9,29.2,30,NA
37059,2013,24.7,28.5,28.9,NA
37061,2013,19.9,34.5,33.8,NA
37063,2013,14.6,30.3,20.3,NA
37065,2013,21.4,40.2,30.8,NA
37067,2013,20,25.6,21.3,NA
37069,2013,26.4,34.6,28.5,NA
37071,2013,26.5,26.4,29,NA
37073,2013,12.2,34.8,30.4,NA
37075,2013,22.8,27.7,27.5,NA
37077,2013,22.5,32.1,26.7,NA
37079,2013,12.7,33.5,29.4,NA
37081,2013,18,28.2,23.2,NA
37083,2013,22.8,38.5,34.3,NA
37085,2013,27.3,31.9,27.4,NA
37087,2013,25.6,28.1,24.2,NA
