county_fips,year,adult_smoking_percent,adult_obesity_percent,physical_inactivity_percent,food_environment_index
18125,2015,18.4,34.4,29.1,8.2
18127,2015,21.4,30.8,26.3,7.6
18129,2015,21.5,31.3,26.7,8
18131,2015,22.4,34.7,24.5,8.1
18133,2015,24.4,30.6,28.7,8.1
18135,2015,23.5,32.8,34.8,6.9
18137,2015,26.5,31.1,26.2,8.2
18139,2015,21.9,30.9,33.5,8
18141,2015,20.8,28.6,24.8,6.6
18143,2015,24.6,29.5,29.3,7.5
18145,2015,27,30.8,29.2,8
18147,2015,20,30.3,28.1,8.5
18149,2015,32.6,34.7,37.2,7.5
18151,2015,21.7,33.2,25.1,7.6
18153,2015,25,30.8,32.2,7.4
18155,2015,29.2,31.5,33,8
18157,2015,14.7,25.5,25.3,6.4
18159,2015,25.4,33.2,30.2,7.5
18161,2015,29.8,33.4,29.1,8.1
18163,2015,25.1,33.2,27.5,7.3
18165,2015,24.7,31.2,30.1,7.1
18167,2015,23.4,31.5,27.8,6.3
18169,2015,19.3,33,30.1,7.8
18171,2015,19.3,29.1,25.9,8.5
18173,2015,13.7,29.7,22.9,8.3
18175,2015,37.1,28.8,29.8,7.8
18177,2015,26,27.6,27.8,6.7
18179,2015,20.5,29.2,28,8
18181,2015,21.7,32,26.6,8
18183,2015,21.5,32.6,19.9,8.4
19001,2015,18.5,32.3,30.5,8.6
19003,2015,NA,32.5,27,8.5
19005,2015,17.1,29.5,22.3,7.9
19007,2015,27.6,29.5,31.4,7.5
19009,2015,23.5,32.6,24.6,8.5
19011,2015,22.3,30,25.2,8.5
19013,2015,20.6,28.6,22.4,7
19015,2015,22.4,30.3,26.9,8.3
19017,2015,13.6,30.4,22.6,8.8
19019,2015,18,31.2,27.6,8.3
19021,2015,11.6,29.9,24.2,8.3
19023,2015,10.4,27.9,26.5,7.4
19025,2015,22.4,30.5,23.7,7
19027,2015,21.3,30,22.1,8.7
19029,2015,15.4,31.9,27.6,7.6
19031,2015,18.5,32,30.2,8.6
19033,2015,17.9,29.7,27.6,7.8
19035,2015,9.7,33.4,26.5,8.6
19037,2015,14.6,30.3,26.9,8.1
19039,2015,32.7,28.7,26.5,8.2
19041,2015,20.1,28.5,23.9,8.4
19043,2015,16.9,31,26.4,7.7
19045,2015,27.5,30.2,27.1,7.6
19047,2015,12.9,30.1,30.1,8.1
19049,2015,11.6,30.6,27.7,9
19051,2015,23.4,30.8,27.9,7.8
19053,2015,19,30.1,25.5,7.6
19055,2015,20.3,37.3,31.8,8.6
19057,2015,20.8,32.3,27.2,7.4
19059,2015,20.3,31,24.1,8.2
19061,2015,10,28.6,20.5,8
19063,2015,21,32.3,28.9,8.1
19065,2015,21,40.1,28,8.3
19067,2015,16,33.1,24.9,7.8
19069,2015,18.8,31.4,26.4,8.3
19071,2015,16.9,33.2,25.8,7.3
19073,2015,22.9,29.1,27.9,7.7
19075,2015,11.1,30.6,26.9,8.8
19077,2015,9,35.2,28.6,8.4
19079,2015,22.5,28.2,24.9,7.6
19081,2015,19.9,31.2,26.7,8.3
19083,2015,20.2,34.4,30.9,8.2
19085,2015,22.3,29.6,29.2,8.2
19087,2015,16.8,33.7,26.5,6.8
19089,2015,11,31.3,24.6,7.5
19091,2015,17.4,34.5,27.5,8
19093,2015,NA,30.4,28.6,8.5
19095,2015,12.2,30.8,25.7,8.5
19097,2015,10.5,31.1,24.2,7.9
19099,2015,18.9,33.9,28.7,7.7
19101,2015,21.4,27.8,20.6,7.8
19103,2015,13.5,23.5,16.9,7.7
19105,2015,21.7,30.6,24.6,8.3
19107,2015,23.8,31.3,26.9,7.7
19109,2015,15.5,31.5,28.6,7.8
19111,2015,20.7,36.1,26.9,7.6
19113,2015,16.1,27.9,22.6,7.9
19115,2015,23,32.1,29.5,8.7
19117,2015,NA,30.5,25.9,7.5
19119,2015,16.9,31.8,27.9,8.6
19121,2015,13.1,33.1,23.5,8.3
19123,2015,15,28.7,26.6,7.4
19125,2015,18.3,30,22.9,8.4
19127,2015,22.2,32.4,24.1,7.9
19129,2015,28.1,29,27.4,8.8
19131,2015,14.6,28.1,26.2,8.3
19133,2015,17,29.3,27.1,7.8
19135,2015,14.9,34.2,31.7,7.8
19137,2015,24.2,32.4,26.5,7.5
19139,2015,21,36,26.1,7.8
19141,2015,NA,28.7,23.3,7.9
19143,2015,NA,29,26.2,8.2
19145,2015,16.2,33,28.8,6.8
19147,2015,NA,29.3,27.3,7.6
19149,2015,14.1,31.8,24.2,9
19151,2015,20,31,29.3,7.7
19153,2015,17.6,28.2,21.5,7.8
19155,2015,21.5,35,28.2,7.2
19157,2015,16.9,29.4,21.7,8
19159,2015,NA,31.8,27.6,8.2
19161,2015,21,29,24,8.2
19163,2015,17.5,31,21.3,7.8
19165,2015,20.5,29.9,27.6,8
19167,2015,11.8,26.7,25.1,9
19169,2015,10.7,25.4,19.4,7.1
19171,2015,17.9,31.9,32,7.8
19173,2015,18.8,30.4,24,8.4
19175,2015,15,34.6,26.7,7.6
19177,2015,NA,30.6,28.5,4.6
19179,2015,21.2,31.2,29.8,6.9
19181,2015,13.9,28.7,27.9,8.4
19183,2015,16.2,30,23.5,8.5
19185,2015,19.8,32.1,26,6.7
19187,2015,19.8,27.8,25.2,7.3
19189,2015,9.6,32.5,30.3,8
19191,2015,10.9,25.2,18.7,8.5
19193,2015,23.3,31.6,27,7
19195,2015,17,30.3,27.6,8.5
19197,2015,16.7,33.3,30.1,8.4
20001,2015,19,34.4,28.5,6.6
20003,2015,16.6,31.1,30.5,7.1
20005,2015,23.6,30.4,28.1,7.1
20007,2015,22,34.2,32.2,8.2
20009,2015,16.9,35.9,29,7.6
20011,2015,19.2,38.2,26.7,7.1
20013,2015,20.7,31.5,31,7.4
20015,2015,16.9,31.9,24.8,7.9
20017,2015,20.1,30.9,25.9,5
20019,2015,27.8,31.7,31.5,7.3
20021,2015,21.4,39.1,33.7,7.2
20023,2015,NA,31.8,29.7,4.8
20025,2015,NA,31.4,28.7,5.1
20027,2015,17.9,34.3,25.2,7.4
20029,2015,16.1,33.5,28.3,7
20031,2015,16.1,32.6,26.5,6.7
20033,2015,NA,34.2,26.8,8.1
20035,2015,18,36.9,30.6,7.3
20037,2015,20.9,36.4,25.3,6.1
20039,2015,19.4,34.6,28.2,7.8
20041,2015,19.7,32.6,26.9,7.8
20043,2015,16.7,34.8,25.8,5.9
20045,2015,15.6,24.5,17.9,7
20047,2015,NA,32.5,27.9,8.1
20049,2015,15.9,34.8,27.2,2.9
20051,2015,15.1,30.1,26.4,7.6
20053,2015,12.4,33.6,30,7.6
20055,2015,20.9,32.4,23.7,7.8
20057,2015,17,33.3,30,7.4
20059,2015,21.9,33.6,30,6.5
20061,2015,25.5,32.6,25.9,6
20063,2015,NA,32.3,29.1,5.8
20065,2015,17.2,31.9,27.7,7.9
20067,2015,16.4,34,26.4,8.9
20069,2015,13.7,29.1,24.4,7.2
20071,2015,NA,30.8,29,6.6
20073,2015,21.4,34,27.3,6.4
20075,2015,NA,32.8,22.5,4
20077,2015,22.9,32.1,31.5,7.5
20079,2015,10,33.8,26.6,7.7
20081,2015,23.9,33,30.9,5
20083,2015,NA,30.5,27.9,5.6
20085,2015,26.9,36.8,28.6,8
20087,2015,18.6,33,22.3,8.3
20089,2015,10.1,31.7,30.2,7.4
20091,2015,12.6,23,17.1,8.3
20093,2015,17.7,31.3,28.2,8.7
20095,2015,14.8,30.6,32.3,7.4
20097,2015,NA,31.1,28.8,4
20099,2015,21.2,34.4,30.6,7
20101,2015,NA,35.1,26.4,4.9
20103,2015,18.3,31.1,25,7.5
20105,2015,11.8,30.9,27.2,7.6
20107,2015,22.7,35,27.4,7.1
20109,2015,24.3,31.9,28.1,7.9
20111,2015,15.5,32.4,23.5,7.5
20113,2015,13.9,30.7,24.2,7.9
20115,2015,18.3,32.1,25.1,7.6
20117,2015,19.1,33.9,30.1,8
20119,2015,21.5,29,29,6.7
20121,2015,14.7,35,26.3,8.2
20123,2015,14.2,29,28.1,8.1
20125,2015,22.9,35.1,30.1,7.4
20127,2015,13.9,32.9,26.9,7.5
20129,2015,27.4,32.9,31,8.1
20131,2015,9.6,32.2,25,8.1
20133,2015,16.9,32.5,30,6.9
20135,2015,24.5,30.3,29.3,8.4
20137,2015,21,35.4,26.7,7.2
20139,2015,24.9,38.7,29,7.9
20141,2015,NA,32.8,27.3,7.4
20143,2015,11.6,32.6,29.3,7.9
20145,2015,21.6,32.7,27.3,8
20147,2015,12.4,32.8,31.2,7.6
20149,2015,18.7,32,23.3,8
20151,2015,17.8,31.2,23.3,7.8
20153,2015,NA,35.8,32.7,7.2
20155,2015,19.1,33.4,23.5,7.3
20157,2015,17.4,28.8,31.2,7.7
20159,2015,15.7,30.9,25.5,7.7
20161,2015,15.6,26.7,16.7,4.9
20163,2015,21.6,30.3,29,7.5
20165,2015,28.4,31.2,27.8,4.2
20167,2015,19.1,31.5,24.9,7.5
20169,2015,17.9,31.7,23.5,7.5
20171,2015,NA,30.9,30.1,9
20173,2015,18.9,29.4,24.5,6.8
20175,2015,10.8,32.8,28.3,6.5
20177,2015,18.8,32.5,24.2,6.8
20179,2015,NA,31.2,27.3,4.9
20181,2015,16.3,32.3,29.9,5.2
20183,2015,9.9,31.9,26.9,7.2
20185,2015,27.7,34.1,30.4,7.6
20187,2015,NA,31.1,29.5,9.1
20189,2015,24.5,34,30.7,8.2
20191,2015,20.7,36.1,28.6,7.4
20193,2015,15.1,30.9,24.8,6.9
20195,2015,16.5,32,23.9,8
20197,2015,17.2,31.8,23.1,6.9
20199,2015,NA,32,25.1,7.5
20201,2015,18.5,33.4,31.1,6.8
20203,2015,14.4,32.7,28.7,5.6
20205,2015,22.6,34.9,26.6,7.3
20207,2015,24.2,28.3,29.6,7.6
20209,2015,25,38.6,32.4,5.5
21001,2015,34,33.4,31.9,7.4
21003,2015,31,31.9,29.9,7.8
21005,2015,18.5,33.3,31.4,7.8
21007,2015,31.2,33.9,35,8
21009,2015,26.4,30.8,31.8,7.4
21011,2015,32.1,31.8,35.1,7.3
21013,2015,26.4,32.7,30.2,5.2
21015,2015,17.8,30.2,23.2,8.2
21017,2015,20.8,32.4,36.1,7.4
21019,2015,25.4,35.4,32.6,6.7
21021,2015,20.9,29.6,26.3,6.5
21023,2015,32.6,30.3,31.4,8.1
21025,2015,30.6,41.1,34.2,6.6
21027,2015,30.6,36.6,33.5,7.5
21029,2015,27.7,31.5,32.1,7.8
21031,2015,17.5,33.1,33.6,7.3
21033,2015,30.4,29.4,29.9,7.4
21035,2015,23.5,27.9,22.4,7.3
21037,2015,24.3,32.8,24.5,7.6
21039,2015,NA,31.8,29.1,8.3
21041,2015,44.7,33.2,26.4,5.4
21043,2015,33.4,34,37.1,7.5
21045,2015,30.3,35.5,34.1,7.4
21047,2015,24.7,33.7,31.5,5.9
21049,2015,40.2,30.6,26.6,7.6
21051,2015,36.3,30.5,33.6,5.9
21053,2015,21.1,31.8,33.7,7.3
21055,2015,32.7,32.5,35.6,8
21057,2015,27,35.5,31.9,7.2
21059,2015,24.1,29.2,25.4,7.7
21061,2015,29.8,36.5,35.3,7.7
21063,2015,31.4,34.7,39.5,7
21065,2015,36.1,31.3,32.5,6.8
21067,2015,16.4,27,23.1,7
21069,2015,29.1,34.7,34.5,7.6
21071,2015,28.8,39.3,37.8,6.9
21073,2015,27.8,32.1,30.2,7
21075,2015,30,34.6,33.9,6.1
21077,2015,45.1,29.7,39.5,7.8
21079,2015,25.3,36.4,35,6.8
21081,2015,27.1,35.6,30.2,7.2
21083,2015,20.6,29.8,30,7.4
21085,2015,29.2,34.1,34.4,6.4
21087,2015,30.7,32.2,31.7,7.5
21089,2015,22.8,37.9,32.2,7.3
21091,2015,20.1,33.9,29.6,8.6
21093,2015,23.3,30.9,29.5,6.9
21095,2015,31.2,34.1,38.3,5.6
21097,2015,30.9,27.9,31,7.3
21099,2015,29.5,32.7,34.6,7.3
21101,2015,23.1,32.7,27.6,7.6
21103,2015,28.8,33,34.1,7.6
21105,2015,29.6,34.3,32.1,7.7
21107,2015,23.9,36.9,32.3,7.2
21109,2015,33.9,38.9,32.3,6.6
21111,2015,22.9,32,25.8,6.9
21113,2015,27.1,31.4,28.1,7.8
21115,2015,27,39.4,35.9,7.2
21117,2015,27,29,24.4,7.4
21119,2015,30.5,41,39.6,7.2
21121,2015,29.7,33.8,34.5,6.2
21123,2015,27.1,30.5,32.6,8.1
21125,2015,29.7,33,32.3,7.2
21127,2015,33.4,38.8,36.3,6.8
21129,2015,40.9,29.4,36.9,6.6
21131,2015,39.6,38,35.9,7
21133,2015,28.4,37.9,37.7,7.1
21135,2015,33.4,37.2,38.6,7
21137,2015,31.4,30.3,35.7,7.1
21139,2015,30.3,31.4,31.7,8.2
21141,2015,28,36.3,32.8,7.7
21143,2015,15,30.3,32.4,8
21145,2015,22.9,30.6,27.5,7
21147,2015,40.1,33.2,32.3,6.2
21149,2015,24.7,32.4,30.9,8.1
21151,2015,21.9,28.5,27.9,7.3
21153,2015,33.1,33.1,36.9,6.4
21155,2015,23.7,33.5,29,7.8
21157,2015,25.4,33.9,26.4,8.3
21159,2015,37.4,37.7,36.1,6.7
21161,2015,25.4,32.2,29.6,7.2
21163,2015,37.3,35.5,27.3,7.1
21165,2015,36.1,31.4,29.7,6.9
21167,2015,23.5,32,27.6,7.3
21169,2015,37.1,33.4,33.2,8.1
21171,2015,24.6,34.3,27.2,7.4
21173,2015,25.4,33,31.1,6.4
21175,2015,37.6,34.5,33.1,6.5
21177,2015,27.9,36,32.2,7.7
21179,2015,29.8,31.9,29.3,7.5
21181,2015,29.8,31.4,35,8
21183,2015,26.5,37.9,33.5,7.7
21185,2015,14.3,29.4,24.6,8.5
21187,2015,33.5,33.4,34,8
21189,2015,40.5,33.7,32.7,6.8
21191,2015,27.9,32.4,32.8,8
21193,2015,32.9,39.9,38.5,6.8
21195,2015,30.9,36.2,33.2,7.6
21197,2015,44.5,32.3,31.7,7
21199,2015,27.3,31.7,33.6,6.9
21201,2015,32.6,33.3,32.9,3.6
21203,2015,27.6,39.4,33.6,7.5
21205,2015,25.1,34.2,29.4,6.9
21207,2015,30.9,31.6,37.1,7.5
21209,2015,15.2,31.5,22,7.9
21211,2015,27,31.8,31.8,8.2
21213,2015,30.1,29.7,34.4,7.2
21215,2015,32.1,28.6,28.3,8.9
21217,2015,22.7,34.6,31.4,7.4
21219,2015,28.5,34.2,35,7.4
21221,2015,26.4,29.4,30.5,7.8
21223,2015,NA,33.3,31.2,7.2
21225,2015,20.9,34.2,30.1,7.1
21227,2015,25.4,28.9,27.7,7.3
21229,2015,21,32.8,34.8,7.7
21231,2015,28.9,30.9,35.8,6.1
21233,2015,27.3,32.8,31.1,8
21235,2015,28.5,34.2,34.5,6.6
21237,2015,37.5,33,32.9,6
21239,2015,14,30.9,30.9,7.6
22001,2015,23.6,32.3,39.4,8.1
22003,2015,21.3,34.7,34.8,6.2
22005,2015,19.4,33.2,26.9,7.7
22007,2015,20,32.5,29.1,6.6
22009,2015,26.5,38.3,36.1,6.4
22011,2015,25.8,35.1,31.4,7
22013,2015,25.9,37.8,35.1,5.9
22015,2015,25.6,35.9,25.2,7.7
22017,2015,22,33.5,32.8,5.8
22019,2015,21.9,33.2,31.8,7.3
22021,2015,28.7,35.6,33.5,7.5
22023,2015,30.9,34.5,26.6,8.6
22025,2015,28.3,37.5,33,7
22027,2015,22.6,38.9,32.9,6.5
22029,2015,22.5,36.7,35.6,5.5
22031,2015,28.4,35,32.9,6.6
22033,2015,17,33.1,24.5,6.3
22035,2015,26.5,42.6,36.3,4
22037,2015,21.1,39.7,31.2,6.7
22039,2015,26.3,35.2,29.9,6.8
22041,2015,25.8,36.3,36.9,6.5
22043,2015,29,33.1,31.8,7.7
22045,2015,20.1,39.2,34.3,7.3
22047,2015,16.4,42.1,33.8,7
22049,2015,19.3,39.5,34.4,6.6
22051,2015,20.8,32.8,29.6,7.7
22053,2015,28,33.5,34.1,8.1
22055,2015,22.3,28.2,23.9,7.3
22057,2015,22.6,35.3,33.7,7.9
22059,2015,26.3,36.8,29.4,8.8
22061,2015,14.9,34.4,27.5,5
22063,2015,23.8,35,28.5,8.5
22065,2015,24.6,42.1,32.3,5.4
22067,2015,21.9,39.9,37,5.1
22069,2015,27.1,37.4,30.9,5.3
22071,2015,19.9,30.9,27.4,5
22073,2015,21.1,34.1,32.3,5.3
22075,2015,23.4,34.3,31.7,7.3
22077,2015,13.9,35.8,30.2,7.2
22079,2015,23.4,36.2,31.3,6.2
22081,2015,24.4,39.5,37.6,6.8
22083,2015,17.7,38.5,35.2,6.9
22085,2015,23.7,38.4,33.2,7.1
22087,2015,21.6,35.3,35.2,6.3
22089,2015,19.8,34.6,32.9,7.1
22091,2015,21,39.8,34.3,6.3
22093,2015,20.3,37.6,32.5,7.1
22095,2015,17.4,34.4,32.5,6.2
22097,2015,25,42.1,32.4,6.6
22099,2015,25.1,35.1,29.8,7.9
22101,2015,22.1,38.7,32.9,6.5
22103,2015,20.4,28.8,23.9,8.4
22105,2015,20.1,37.4,32.8,6.4
22107,2015,25.6,34.1,37.4,2.8
22109,2015,23.9,38.7,33.6,7.4
22111,2015,25.9,34.6,33.6,7.2
22113,2015,23.8,32.4,31.8,8.3
22115,2015,26.7,39.5,31.2,6.7
22117,2015,27.7,38.8,33.8,6.2
22119,2015,25.7,35,36,6.5
22121,2015,20.5,35.5,30.6,7.5
22123,2015,29.5,37.9,34.5,7.1
22125,2015,NA,36.6,27.7,5.7
22127,2015,20.7,34.4,34.3,6.4
23001,2015,18.3,31.3,24,7.3
23003,2015,23.8,33.3,30.1,7.1
23005,2015,13.5,21.5,15.7,7.6
23007,2015,18.1,29.8,21.5,7.5
23009,2015,17.3,23.7,19.9,7.6
23011,2015,19.2,31.1,21.8,7.7
23013,2015,14.9,24.6,18.8,7.8
23015,2015,17.3,24.1,20.7,8.2
23017,2015,23,30.5,23.2,7.5
23019,2015,20.2,31.7,24.3,6.9
23021,2015,21.7,30.9,25.3,7.3
23023,2015,16.4,25.6,19.5,8
23025,2015,25.6,33.9,27.3,7.1
23027,2015,19.4,30.4,24.6,7.5
23029,2015,22.7,32.2,28.8,6.7
23031,2015,18.7,27.3,19.6,7.8
24001,2015,23,28,30.8,6.7
24003,2015,15.6,27.8,21.1,8.9
24005,2015,17,28.2,26.1,8.1
24009,2015,19.8,29.5,22.4,9
24011,2015,22.5,32.5,29.3,8.3
24013,2015,17.7,28.4,21.2,9.2
24015,2015,23.6,33,26.9,8.4
24017,2015,15.6,33.7,23.3,8.4
24019,2015,18.2,35.3,30,7.4
24021,2015,14.9,27.3,20.5,9.3
24023,2015,19.5,31,28.8,8.7
24025,2015,17.9,29.6,22.7,8.8
24027,2015,8.4,23.3,18.1,9.3
24029,2015,17.7,28.1,24.9,8.7
24031,2015,7.9,18.8,17,9.2
24033,2015,13.9,33.8,22.8,7.4
24035,2015,17.5,27.3,22.2,9.2
24037,2015,19.3,29.2,22.3,8.9
24039,2015,24.1,36.1,31.3,6.1
24041,2015,12.2,28.4,21.5,8.7
24043,2015,20.6,32.6,26.7,7.8
24045,2015,18.8,34.6,27.2,7.1
24047,2015,18.3,31.2,25.8,8
24510,2015,23.9,33.6,29,6.1
25001,2015,14.2,18.3,17.3,8.3
25003,2015,17,22.5,18.8,8.2
25005,2015,20.3,28.6,26.4,8
25007,2015,12.1,22.4,18.5,8.7
25009,2015,14.1,24.2,20.3,8.5
25011,2015,18.7,22.1,18.1,8.4
25013,2015,18.8,28.9,26.7,7.9
25015,2015,12.1,21.8,15.2,8.3
25017,2015,11.4,23.1,20.8,8.9
25019,2015,14.5,19.7,17.4,9.1
25021,2015,11.8,20.2,18.8,8.9
25023,2015,17.8,25.8,23.9,8.6
25025,2015,15.4,21.2,19.9,7.4
25027,2015,18.1,26,22.2,8.4
26001,2015,29.5,31,26.1,7.6
26003,2015,NA,31.9,24.4,6.7
26005,2015,19.7,34.1,24.1,8.6
26007,2015,21.7,34.7,21.6,7.9
26009,2015,20.5,32.4,20.7,8.2
26011,2015,31.5,35,22.3,7.9
26013,2015,23.9,32,21.7,6.8
26015,2015,21.1,36.1,22.1,8.9
26017,2015,23.2,31.8,24,7.7
26019,2015,12.1,30.4,18.3,8.4
26021,2015,20,36.2,27.7,6.9
26023,2015,14.8,34.8,25.3,7.6
26025,2015,25.8,35,24.6,7
26027,2015,24.4,35.5,26.2,8.3
26029,2015,20.3,26.6,19.5,8.2
26031,2015,22.2,33.3,26.2,7.3
26033,2015,22.2,38,24.9,6.6
26035,2015,26.2,31.4,30.2,7.2
26037,2015,16.4,34.9,22.3,8.5
26039,2015,35.1,29.1,24.1,7.3
26041,2015,22.3,32,24.7,7.5
26043,2015,27.5,31.4,21.1,7.6
26045,2015,21.2,34.1,25.4,8.1
26047,2015,21.4,28,18.2,7.5
26049,2015,23.1,36.9,27.4,6.5
26051,2015,27.8,36.1,30.7,7.4
26053,2015,13.6,27,22.3,7
26055,2015,17.1,30.6,18.8,8.1
26057,2015,27,36.1,31.8,7.7
26059,2015,23.9,32.8,22.5,7.9
26061,2015,14.3,26.2,22.6,7.2
26063,2015,20.2,31,23.5,7.3
26065,2015,19.4,31.6,18.5,6.1
26067,2015,18.5,33.5,22.2,8.1
26069,2015,22.3,32.4,26,6.8
26071,2015,18.6,31.9,22.7,7.8
26073,2015,19.9,31.1,21.1,6.9
26075,2015,21.2,35.1,21.8,7
26077,2015,18.3,29,19.1,6.9
26079,2015,36.3,30.4,24.5,7.9
26081,2015,17.6,29.2,20.8,7.7
26083,2015,NA,32.7,23.8,7.3
26085,2015,33.9,33,22,6.6
26087,2015,21.4,32.9,25.2,8
26089,2015,NA,23.7,22.1,8.4
26091,2015,16.8,31.9,24,7.7
26093,2015,16.7,27.5,17.3,8.6
26095,2015,NA,34.5,21.5,7.3
26097,2015,24.2,32.9,23.8,6.8
26099,2015,18.6,31.9,22.1,7.6
26101,2015,31.4,30.4,20.9,7.7
26103,2015,21.2,29.4,15.7,7.7
26105,2015,23.4,29.9,23,7.9
26107,2015,29,32.1,23.8,6.6
26109,2015,28.5,33.2,27.7,8.3
26111,2015,19,30.1,24.3,7.9
26113,2015,20.4,32.3,23.4,7.7
26115,2015,19.9,33.4,21.5,8.1
26117,2015,22.8,30.3,23.5,7.5
26119,2015,31.2,31.8,23.8,7.4
26121,2015,26.5,36.3,23.3,6.3
26123,2015,23.3,32.9,24.9,8.2
26125,2015,14.8,26.5,19.2,7.7
26127,2015,22.2,33.4,22.8,7.9
26129,2015,19.9,35,27.8,8
26131,2015,NA,34.3,23.8,6.6
26133,2015,21.1,36.4,25,7.3
26135,2015,21.9,33.4,21.4,7.5
26137,2015,24.1,34.3,24.6,7.9
26139,2015,16.1,24.6,19,8
26141,2015,15.9,32.5,26.4,7.1
26143,2015,25.8,32.3,28.2,6.8
26145,2015,19.1,38.6,26.4,7
26147,2015,25,30.1,22.4,6.8
26149,2015,22.2,34.1,27.2,7.8
26151,2015,24.8,36.4,23.7,8
26153,2015,NA,28.7,25,6.8
26155,2015,21.3,35.9,21.1,7.6
26157,2015,20.7,31.2,27.6,7.9
26159,2015,20,32.5,25.4,8
26161,2015,11.6,23.6,17,7.4
26163,2015,20.9,34.2,26.4,6.1
26165,2015,24,32.6,24.1,7.4
27001,2015,14.4,27.1,24.9,7.6
27003,2015,17,29.5,20.8,8.7
27005,2015,16.6,29.4,23.3,7.6
27007,2015,29.5,28.8,23.1,7.5
27009,2015,14.6,26.9,19.5,8
27011,2015,NA,28.1,21.4,7.4
27013,2015,18.2,26.4,20.7,6.8
27015,2015,22.8,29.8,21.8,8.4
27017,2015,15.5,29.1,18.7,8.3
27019,2015,14.2,26.2,16.2,9.4
27021,2015,16,27.7,22.2,7.8
27023,2015,24.9,30.4,31,8.8
27025,2015,25.9,28,22.2,9.1
27027,2015,17.1,30,24,8.4
27029,2015,20.1,31.9,25.2,6.4
27031,2015,NA,24.9,19.2,8.3
27033,2015,NA,29.1,27.1,7.8
27035,2015,16.6,27,21.2,8.4
27037,2015,15,24.7,16.2,8.9
27039,2015,20.3,33.4,19.7,9.5
27041,2015,20.8,25.5,19.3,8.1
27043,2015,17.3,28.4,25.9,8.5
27045,2015,16.4,25.3,22.1,8.9
27047,2015,18.6,30.8,25.1,7.9
27049,2015,19.3,29.5,20.1,8.6
27051,2015,NA,28.5,24.1,7.3
27053,2015,14.1,22.2,16.8,8.1
27055,2015,13.1,26.1,23.6,8.9
27057,2015,16.7,27.2,22,8.2
27059,2015,21,30.3,17.3,8.9
27061,2015,20.2,29,21.5,8.2
27063,2015,12.2,31.2,21.9,8.5
27065,2015,21.2,24.9,22.3,8.5
27067,2015,21.7,27.8,23.2,8.2
27069,2015,NA,30.7,26.1,8.4
27071,2015,16.3,26.7,23.1,6.9
27073,2015,NA,27.1,26.9,9.1
27075,2015,18.6,29.8,21.9,8.8
27077,2015,NA,28.7,25.1,7.4
27079,2015,13.1,29.8,20.2,9.1
27081,2015,20.8,28.5,23.7,6.8
27083,2015,18.1,29.1,18.6,8.1
27085,2015,13.5,31.8,20.5,8.7
27087,2015,35.4,30.8,28.8,6.1
27089,2015,NA,27.5,24.2,7.4
27091,2015,18.3,28,28.2,7.9
27093,2015,21.2,28.9,23.6,8.7
27095,2015,25.4,29.2,24.8,8.3
27097,2015,20.9,28.7,23.2,7.7
27099,2015,14.4,30,24.9,7.9
27101,2015,NA,32.8,22.6,8.2
27103,2015,6.6,28.4,17.5,8.3
27105,2015,9.5,27.7,25.6,7.7
27107,2015,19.4,31,30.6,8.2
27109,2015,11.5,22.1,19.3,8.9
27111,2015,17,26.4,22.6,8.5
27113,2015,18.9,25.9,21.8,8.5
27115,2015,18.6,27.3,23,8
27117,2015,NA,28.8,22.7,8
27119,2015,23.5,31.6,25,8.1
27121,2015,15,27.8,26,9.1
27123,2015,14.5,24.9,17.7,7.7
27125,2015,NA,32,22.3,7.9
27127,2015,18.8,29.8,22.2,7.5
27129,2015,14.7,33.1,23.1,7.4
27131,2015,10.3,26.6,20.1,8.5
27133,2015,NA,27.1,22.6,8.5
27135,2015,10.5,33.5,23,8.4
27137,2015,22.1,26.4,18.9,7.6
27139,2015,13.2,25.1,18.1,9.3
27141,2015,23.8,29.6,21.9,8.8
27143,2015,NA,27.5,26.6,9.2
27145,2015,13.6,27.7,19,8.4
27147,2015,14.1,25.6,19.7,8.7
27149,2015,NA,30.3,20.8,8.7
27151,2015,23.9,29.2,30.7,7.4
27153,2015,15.2,28.4,23.6,7.6
27155,2015,NA,29.9,27.2,7.6
27157,2015,14.3,29.6,21.5,9.1
27159,2015,NA,28.2,21.6,6.5
27161,2015,NA,30,25.5,8.5
27163,2015,15.4,24.8,17.7,9
27165,2015,NA,28.5,24.6,9.1
27167,2015,NA,29.3,24.3,8.8
27169,2015,15.2,26.6,20.8,8.4
27171,2015,16,27.5,18.2,9.3
27173,2015,29.9,27.8,20.1,8.2
28001,2015,23,37.1,32.9,4.2
28003,2015,23,33.3,38.2,6.8
28005,2015,26.9,38.3,36,5.3
28007,2015,20,38.9,35.2,5.7
28009,2015,25.6,38.8,31.9,4.1
28011,2015,21.6,34.2,32.9,2.5
28013,2015,23.6,34,32.6,6.5
28015,2015,22.7,34.8,34.1,4.3
28017,2015,21.1,36.2,33.6,5.9
28019,2015,16.4,34.4,34.9,6.5
28021,2015,17.5,41.8,37.3,3.7
28023,2015,18.9,34.2,36.2,5.9
28025,2015,25.1,39.1,37.8,4.2
28027,2015,23.3,44.1,39.4,2.7
28029,2015,26.3,37.1,35.5,4.6
28031,2015,25.9,37.4,33.6,6.8
28033,2015,23.4,35.2,29.8,7.3
28035,2015,23.4,34.5,33,5.5
