county_fips,pct_rural,rural
21027,100,Rural
21029,35.28,Mostly Urban
21031,100,Rural
21033,50.67,Mostly Rural
21035,55.59,Mostly Rural
21037,13.63,Mostly Urban
21039,100,Rural
21041,51.84,Mostly Rural
21043,83.2,Mostly Rural
21045,100,Rural
21047,30.26,Mostly Urban
21049,30.78,Mostly Urban
21051,84.46,Mostly Rural
21053,100,Rural
21055,67.85,Mostly Rural
21057,100,Rural
21059,23.29,Mostly Urban
21061,100,Rural
21063,100,Rural
21065,70.33,Mostly Rural
21067,3.7,Mostly Urban
21069,78.25,Mostly Rural
21071,86.33,Mostly Rural
21073,23.24,Mostly Urban
21075,62.62,Mostly Rural
21077,100,Rural
21079,71.64,Mostly Rural
21081,78.5,Mostly Rural
21083,67.93,Mostly Rural
21085,80.52,Mostly Rural
21087,100,Rural
21089,38.54,Mostly Urban
21091,88.5,Mostly Rural
21093,34.75,Mostly Urban
21095,50.47,Mostly Rural
21097,60.94,Mostly Rural
21099,86.67,Mostly Rural
21101,36.65,Mostly Urban
21103,100,Rural
21105,100,Rural
21107,43.69,Mostly Urban
21109,100,Rural
21111,1.69,Mostly Urban
21113,31.02,Mostly Urban
21115,72.73,Mostly Rural
21117,6.63,Mostly Urban
21119,100,Rural
21121,68.32,Mostly Rural
21123,75.78,Mostly Rural
21125,66.22,Mostly Rural
21127,77.16,Mostly Rural
21129,100,Rural
21131,100,Rural
21133,99.75,Mostly Rural
21135,100,Rural
21137,80.02,Mostly Rural
21139,100,Rural
21141,72.54,Mostly Rural
21143,100,Rural
21145,25.71,Mostly Urban
21147,100,Rural
21149,100,Rural
21151,39.61,Mostly Urban
21153,100,Rural
21155,64.33,Mostly Rural
21157,87.23,Mostly Rural
21159,100,Rural
21161,47.49,Mostly Urban
21163,84.65,Mostly Rural
21165,100,Rural
21167,57.7,Mostly Rural
21169,100,Rural
21171,100,Rural
21173,52.68,Mostly Rural
21175,89.54,Mostly Rural
21177,64.87,Mostly Rural
21179,61.57,Mostly Rural
21181,100,Rural
21183,73.33,Mostly Rural
21185,37.08,Mostly Urban
21187,100,Rural
21189,100,Rural
21191,100,Rural
21193,75.5,Mostly Rural
21195,90.51,Mostly Rural
21197,75.61,Mostly Rural
21199,61.36,Mostly Rural
21201,100,Rural
21203,82.65,Mostly Rural
21205,70.56,Mostly Rural
21207,100,Rural
21209,41.41,Mostly Urban
21211,57.27,Mostly Rural
21213,40.42,Mostly Urban
21215,100,Rural
21217,47.11,Mostly Urban
21219,100,Rural
21221,83.31,Mostly Rural
21223,93.05,Mostly Rural
21225,70.52,Mostly Rural
21227,35.46,Mostly Urban
21229,100,Rural
21231,71.13,Mostly Rural
21233,76.74,Mostly Rural
21235,60.85,Mostly Rural
21237,100,Rural
21239,41.51,Mostly Urban
22001,47.97,Mostly Urban
22003,72.27,Mostly Rural
22005,25.72,Mostly Urban
22007,49.07,Mostly Urban
22009,66.83,Mostly Rural
22011,68.85,Mostly Rural
22013,84.15,Mostly Rural
22015,28.61,Mostly Urban
22017,15.47,Mostly Urban
22019,21.14,Mostly Urban
22021,100,Rural
22023,100,Rural
22025,100,Rural
22027,78.82,Mostly Rural
22029,44.69,Mostly Urban
22031,74.53,Mostly Rural
22033,6.58,Mostly Urban
22035,35.66,Mostly Urban
22037,90.89,Mostly Rural
22039,57.41,Mostly Rural
22041,71.73,Mostly Rural
22043,100,Rural
22045,31.86,Mostly Urban
22047,55.58,Mostly Rural
22049,68.38,Mostly Rural
22051,1.56,Mostly Urban
22053,47.18,Mostly Urban
22055,11.03,Mostly Urban
22057,28.73,Mostly Urban
22059,75.27,Mostly Rural
22061,38.54,Mostly Urban
22063,55.98,Mostly Rural
22065,29.68,Mostly Urban
22067,49.11,Mostly Urban
22069,57.64,Mostly Rural
22071,0.81,Mostly Urban
22073,22.01,Mostly Urban
22075,30.16,Mostly Urban
22077,57.82,Mostly Rural
22079,36.67,Mostly Urban
22081,75.23,Mostly Rural
22083,64.43,Mostly Rural
22085,91.03,Mostly Rural
22087,4.79,Mostly Urban
22089,14.68,Mostly Urban
22091,100,Rural
22093,34.74,Mostly Urban
22095,14.8,Mostly Urban
22097,44.06,Mostly Urban
22099,69.58,Mostly Rural
22101,17.67,Mostly Urban
22103,26.12,Mostly Urban
22105,53.39,Mostly Rural
22107,100,Rural
22109,26.15,Mostly Urban
22111,88.33,Mostly Rural
22113,56.21,Mostly Rural
22115,52.13,Mostly Rural
22117,60.27,Mostly Rural
22119,53.24,Mostly Rural
22121,38.85,Mostly Urban
22123,100,Rural
22125,100,Rural
22127,64.38,Mostly Rural
23001,39.9,Mostly Urban
23003,78.42,Mostly Rural
23005,36.6,Mostly Urban
23007,88.99,Mostly Rural
23009,95.75,Mostly Rural
23011,61.59,Mostly Rural
23013,66.32,Mostly Rural
23015,100,Rural
23017,84.48,Mostly Rural
23019,58,Mostly Rural
23021,100,Rural
23023,60.35,Mostly Rural
23025,78.94,Mostly Rural
23027,91,Mostly Rural
23029,93.42,Mostly Rural
23031,53.57,Mostly Rural
24001,25.57,Mostly Urban
24003,5.51,Mostly Urban
24005,5.47,Mostly Urban
24009,44.47,Mostly Urban
24011,76.86,Mostly Rural
24013,42.19,Mostly Urban
24015,53.06,Mostly Rural
24017,34.2,Mostly Urban
24019,59.53,Mostly Rural
24021,27.95,Mostly Urban
24023,86.67,Mostly Rural
24025,21.41,Mostly Urban
24027,11.12,Mostly Urban
24029,75.8,Mostly Rural
24031,2.61,Mostly Urban
24033,2.5,Mostly Urban
24035,59.83,Mostly Rural
24037,61.48,Mostly Rural
24039,64.43,Mostly Rural
24041,65.28,Mostly Rural
24043,31.27,Mostly Urban
24045,32.51,Mostly Urban
24047,16.93,Mostly Urban
24510,0,Mostly Urban
25001,11.79,Mostly Urban
25003,33.63,Mostly Urban
25005,9.43,Mostly Urban
25007,67.47,Mostly Rural
25009,4.47,Mostly Urban
25011,54.19,Mostly Rural
25013,9.55,Mostly Urban
25015,29.02,Mostly Urban
25017,2.94,Mostly Urban
25019,39.2,Mostly Urban
25021,2.92,Mostly Urban
25023,9.62,Mostly Urban
25025,0,Mostly Urban
25027,17.79,Mostly Urban
26001,97.64,Mostly Rural
26003,100,Rural
26005,70.42,Mostly Rural
26007,54.71,Mostly Rural
26009,100,Rural
26011,100,Rural
26013,100,Rural
26015,81.51,Mostly Rural
26017,26.68,Mostly Urban
26019,100,Rural
26021,30.82,Mostly Urban
26023,73.66,Mostly Rural
26025,28.38,Mostly Urban
26027,78.94,Mostly Rural
26029,68.72,Mostly Rural
26031,86.47,Mostly Rural
26033,62.68,Mostly Rural
26035,82.73,Mostly Rural
26037,57.71,Mostly Rural
26039,82.28,Mostly Rural
26041,50.09,Mostly Rural
26043,33.05,Mostly Urban
26045,35.55,Mostly Urban
26047,76.44,Mostly Rural
26049,14.09,Mostly Urban
26051,92.86,Mostly Rural
26053,69.65,Mostly Rural
26055,49.76,Mostly Urban
26057,57.87,Mostly Rural
26059,75.15,Mostly Rural
26061,50.81,Mostly Rural
26063,91.22,Mostly Rural
26065,11.72,Mostly Urban
26067,60.37,Mostly Rural
26069,62.8,Mostly Rural
26071,76.79,Mostly Rural
26073,54.28,Mostly Rural
26075,41.61,Mostly Urban
26077,18.19,Mostly Urban
26079,89.03,Mostly Rural
26081,13.67,Mostly Urban
26083,100,Rural
26085,100,Rural
26087,74.81,Mostly Rural
26089,96.05,Mostly Rural
26091,56.3,Mostly Rural
26093,36.49,Mostly Urban
26095,73.43,Mostly Rural
26097,86.22,Mostly Rural
26099,2.78,Mostly Urban
26101,67.64,Mostly Rural
26103,49.95,Mostly Urban
26105,70.86,Mostly Rural
26107,78.91,Mostly Rural
26109,67.39,Mostly Rural
26111,42.77,Mostly Urban
26113,100,Rural
26115,34.84,Mostly Urban
26117,84.2,Mostly Rural
26119,100,Rural
26121,25.19,Mostly Urban
26123,82.82,Mostly Rural
26125,4.41,Mostly Urban
26127,100,Rural
26129,100,Rural
26131,100,Rural
26133,91.21,Mostly Rural
26135,100,Rural
26137,71.9,Mostly Rural
26139,22.54,Mostly Urban
26141,84.71,Mostly Rural
26143,54.99,Mostly Rural
26145,28.94,Mostly Urban
26147,34.85,Mostly Urban
26149,57.57,Mostly Rural
26151,79.68,Mostly Rural
26153,70.21,Mostly Rural
26155,52.94,Mostly Rural
26157,79.02,Mostly Rural
26159,71.94,Mostly Rural
26161,16,Mostly Urban
26163,0.64,Mostly Urban
26165,64.74,Mostly Rural
27001,100,Rural
27003,13.24,Mostly Urban
27005,77.34,Mostly Rural
27007,69.81,Mostly Rural
27009,36.37,Mostly Urban
27011,100,Rural
27013,37.19,Mostly Urban
27015,35.37,Mostly Urban
27017,63.77,Mostly Rural
27019,21.77,Mostly Urban
27021,100,Rural
27023,48.64,Mostly Urban
27025,63.09,Mostly Rural
27027,30.9,Mostly Urban
27029,100,Rural
27031,100,Rural
27033,63.8,Mostly Rural
27035,73.17,Mostly Rural
27037,5.43,Mostly Urban
27039,68.38,Mostly Rural
27041,59.18,Mostly Rural
27043,78.06,Mostly Rural
27045,100,Rural
27047,42.54,Mostly Urban
27049,47.59,Mostly Urban
27051,100,Rural
27053,1.87,Mostly Urban
27055,56.92,Mostly Rural
27057,87.23,Mostly Rural
27059,72.36,Mostly Rural
27061,84.05,Mostly Rural
27063,69.3,Mostly Rural
27065,79.55,Mostly Rural
27067,46.03,Mostly Urban
27069,100,Rural
27071,51.51,Mostly Rural
27073,100,Rural
27075,76.68,Mostly Rural
27077,100,Rural
27079,66.75,Mostly Rural
27081,100,Rural
27083,49.99,Mostly Urban
27085,44.3,Mostly Urban
27087,100,Rural
27089,100,Rural
27091,51.76,Mostly Rural
27093,72.44,Mostly Rural
27095,83.99,Mostly Rural
27097,72.15,Mostly Rural
27099,36.32,Mostly Urban
27101,100,Rural
27103,28.36,Mostly Urban
27105,46.71,Mostly Urban
27107,100,Rural
27109,17.76,Mostly Urban
27111,82.91,Mostly Rural
27113,29.87,Mostly Urban
27115,91.57,Mostly Rural
27117,54.51,Mostly Rural
27119,54.45,Mostly Rural
27121,100,Rural
27123,0.13,Mostly Urban
27125,100,Rural
27127,68.35,Mostly Rural
27129,100,Rural
27131,34.45,Mostly Urban
27133,49.67,Mostly Urban
27135,83,Mostly Rural
27137,40.89,Mostly Urban
27139,26.41,Mostly Urban
27141,55.1,Mostly Rural
27143,100,Rural
27145,42.76,Mostly Urban
27147,33.41,Mostly Urban
27149,52.36,Mostly Rural
27151,50.38,Mostly Rural
27153,79.78,Mostly Rural
27155,100,Rural
27157,64.9,Mostly Rural
27159,67.57,Mostly Rural
27161,50.48,Mostly Rural
27163,17.19,Mostly Urban
27165,60.44,Mostly Rural
27167,49.47,Mostly Urban
27169,34.36,Mostly Urban
27171,54.89,Mostly Rural
27173,80.38,Mostly Rural
28001,30.75,Mostly Urban
28003,62.59,Mostly Rural
28005,100,Rural
28007,64.37,Mostly Rural
28009,100,Rural
28011,43.58,Mostly Urban
28013,83.63,Mostly Rural
28015,100,Rural
28017,83.13,Mostly Rural
28019,100,Rural
28021,70.74,Mostly Rural
28023,100,Rural
28025,57.36,Mostly Rural
28027,32.09,Mostly Urban
28029,59.17,Mostly Rural
28031,100,Rural
28033,31.27,Mostly Urban
28035,30.91,Mostly Urban
28037,100,Rural
28039,100,Rural
28041,100,Rural
28043,45.94,Mostly Urban
28045,36.4,Mostly Urban
28047,19.64,Mostly Urban
28049,13.68,Mostly Urban
28051,71.85,Mostly Rural
28053,51.14,Mostly Rural
28055,100,Rural
28057,88.88,Mostly Rural
28059,30.41,Mostly Urban
28061,100,Rural
28063,77.01,Mostly Rural
28065,100,Rural
28067,60.11,Mostly Rural
28069,100,Rural
28071,53.08,Mostly Rural
28073,65.72,Mostly Rural
28075,45.8,Mostly Urban
28077,100,Rural
28079,84.97,Mostly Rural
28081,45.87,Mostly Urban
28083,19.67,Mostly Urban
28085,63.17,Mostly Rural
28087,39.08,Mostly Urban
28089,30.61,Mostly Urban
28091,69.74,Mostly Rural
28093,84.3,Mostly Rural
28095,64.99,Mostly Rural
28097,63.2,Mostly Rural
28099,75.01,Mostly Rural
28101,85.01,Mostly Rural
28103,75.61,Mostly Rural
28105,40.43,Mostly Urban
28107,73.8,Mostly Rural
28109,68.91,Mostly Rural
28111,100,Rural
28113,51.19,Mostly Rural
28115,82.63,Mostly Rural
28117,76.49,Mostly Rural
28119,64.44,Mostly Rural
28121,39.61,Mostly Urban
28123,71.47,Mostly Rural
28125,100,Rural
28127,85.01,Mostly Rural
28129,100,Rural
28131,78.85,Mostly Rural
28133,42.99,Mostly Urban
28135,78.62,Mostly Rural
28137,70.66,Mostly Rural
28139,79.07,Mostly Rural
28141,100,Rural
28143,63.18,Mostly Rural
28145,75.1,Mostly Rural
28147,100,Rural
28149,35.3,Mostly Urban
28151,17.38,Mostly Urban
28153,75.81,Mostly Rural
28155,100,Rural
28157,100,Rural
28159,75.44,Mostly Rural
28161,80.41,Mostly Rural
28163,51.94,Mostly Rural
29001,33.99,Mostly Urban
29003,59.14,Mostly Rural
29005,100,Rural
29007,40.71,Mostly Urban
29009,76.18,Mostly Rural
29011,63.28,Mostly Rural
29013,76.32,Mostly Rural
29015,100,Rural
29017,100,Rural
29019,23.46,Mostly Urban
29021,12.93,Mostly Urban
29023,51.95,Mostly Rural
29025,100,Rural
29027,65.58,Mostly Rural
29029,95.17,Mostly Rural
29031,30.58,Mostly Urban
29033,65.41,Mostly Rural
29035,100,Rural
29037,37.13,Mostly Urban
29039,72.98,Mostly Rural
29041,100,Rural
29043,50.79,Mostly Rural
29045,100,Rural
29047,9.35,Mostly Urban
29049,76.91,Mostly Rural
29051,28.02,Mostly Urban
29053,54.48,Mostly Rural
29055,82.71,Mostly Rural
29057,100,Rural
29059,81.05,Mostly Rural
29061,100,Rural
29063,83.95,Mostly Rural
29065,65.06,Mostly Rural
29067,76.53,Mostly Rural
29069,50.8,Mostly Rural
29071,56.86,Mostly Rural
29073,68.07,Mostly Rural
29075,100,Rural
29077,16.32,Mostly Urban
29079,40.75,Mostly Urban
29081,69.44,Mostly Rural
29083,46.09,Mostly Urban
29085,100,Rural
29087,100,Rural
29089,62.91,Mostly Rural
29091,71.01,Mostly Rural
29093,74.77,Mostly Rural
29095,3.38,Mostly Urban
29097,23.96,Mostly Urban
29099,34.01,Mostly Urban
29101,50.58,Mostly Rural
29103,100,Rural
29105,61.75,Mostly Rural
29107,56.96,Mostly Rural
29109,60.19,Mostly Rural
29111,100,Rural
29113,78.84,Mostly Rural
29115,65.85,Mostly Rural
29117,36.18,Mostly Urban
29119,100,Rural
29121,65.96,Mostly Rural
29123,65.61,Mostly Rural
29125,100,Rural
29127,24.2,Mostly Urban
29129,100,Rural
29131,76.92,Mostly Rural
29133,38.84,Mostly Urban
29135,52.75,Mostly Rural
29137,100,Rural
29139,100,Rural
29141,100,Rural
29143,61.58,Mostly Rural
29145,63.05,Mostly Rural
29147,50.32,Mostly Rural
29149,79.33,Mostly Rural
29151,100,Rural
29153,100,Rural
29155,34.62,Mostly Urban
29157,57.66,Mostly Rural
29159,35.2,Mostly Urban
29161,47.75,Mostly Urban
29163,55.61,Mostly Rural
29165,18.68,Mostly Urban
29167,68.73,Mostly Rural
29169,58.68,Mostly Rural
29171,100,Rural
29173,98.14,Mostly Rural
29175,46.17,Mostly Urban
29177,69.44,Mostly Rural
29179,100,Rural
29181,100,Rural
29183,8.03,Mostly Urban
29185,100,Rural
29186,77.58,Mostly Rural
29187,45.94,Mostly Urban
29189,1.21,Mostly Urban
29195,49.44,Mostly Urban
29197,100,Rural
29199,100,Rural
29201,35.86,Mostly Urban
29203,100,Rural
29205,100,Rural
29207,68.5,Mostly Rural
29209,100,Rural
29211,100,Rural
29213,49.05,Mostly Urban
29215,99.4,Mostly Rural
29217,57,Mostly Rural
29219,80.93,Mostly Rural
29221,83.04,Mostly Rural
29223,100,Rural
29225,78.88,Mostly Rural
29227,100,Rural
29229,73,Mostly Rural
29510,0,Mostly Urban
30001,54.8,Mostly Rural
30003,68.29,Mostly Rural
30005,100,Rural
30007,100,Rural
30009,100,Rural
30011,100,Rural
30013,20.18,Mostly Urban
30015,100,Rural
30017,17.57,Mostly Urban
30019,100,Rural
30021,32.15,Mostly Urban
30023,33.74,Mostly Urban
30025,100,Rural
30027,44.57,Mostly Urban
30029,54.48,Mostly Rural
30031,45.94,Mostly Urban
30033,100,Rural
30035,44.12,Mostly Urban
30037,100,Rural
30039,100,Rural
30041,36.07,Mostly Urban
30043,100,Rural
30045,100,Rural
30047,84.89,Mostly Rural
30049,33.28,Mostly Urban
30051,100,Rural
30053,78.53,Mostly Rural
30055,100,Rural
30057,100,Rural
30059,100,Rural
30061,100,Rural
30063,27.29,Mostly Urban
30065,100,Rural
30067,51.5,Mostly Rural
30069,100,Rural
30071,100,Rural
30073,53.03,Mostly Rural
30075,100,Rural
30077,40.72,Mostly Urban
30079,100,Rural
30081,81.09,Mostly Rural
30083,43.95,Mostly Urban
30085,47.43,Mostly Urban
30087,100,Rural
30089,100,Rural
30091,100,Rural
30093,10.22,Mostly Urban
30095,100,Rural
30097,100,Rural
30099,100,Rural
30101,45.13,Mostly Urban
30103,100,Rural
30105,66.66,Mostly Rural
30107,100,Rural
30109,100,Rural
30111,14.97,Mostly Urban
31001,20.5,Mostly Urban
31003,100,Rural
31005,100,Rural
31007,100,Rural
31009,100,Rural
31011,100,Rural
31013,26.68,Mostly Urban
31015,100,Rural
31017,100,Rural
31019,34.17,Mostly Urban
31021,100,Rural
31023,69.55,Mostly Rural
31025,71.39,Mostly Rural
31027,100,Rural
31029,100,Rural
31031,58.7,Mostly Rural
31033,38.83,Mostly Urban
31035,100,Rural
31037,54.97,Mostly Rural
31039,65.35,Mostly Rural
31041,68.95,Mostly Rural
31043,22.66,Mostly Urban
31045,40.91,Mostly Urban
31047,31.38,Mostly Urban
31049,100,Rural
31051,100,Rural
31053,30.21,Mostly Urban
31055,2.48,Mostly Urban
31057,100,Rural
31059,100,Rural
31061,100,Rural
31063,100,Rural
31065,100,Rural
31067,42.1,Mostly Urban
31069,100,Rural
31071,100,Rural
31073,100,Rural
31075,100,Rural
31077,100,Rural
31079,15.49,Mostly Urban
31081,53.82,Mostly Rural
31083,100,Rural
31085,100,Rural
31087,100,Rural
31089,67.47,Mostly Rural
31091,100,Rural
31093,100,Rural
31095,45.54,Mostly Urban
31097,100,Rural
31099,56.18,Mostly Rural
31101,57.84,Mostly Rural
31103,100,Rural
31105,37.78,Mostly Urban
31107,100,Rural
31109,8.46,Mostly Urban
31111,29.83,Mostly Urban
31113,100,Rural
31115,100,Rural
31117,100,Rural
31119,28.24,Mostly Urban
31121,59.8,Mostly Rural
31123,100,Rural
31125,100,Rural
31127,51.82,Mostly Rural
31129,100,Rural
31131,52.95,Mostly Rural
31133,100,Rural
31135,100,Rural
31137,38.51,Mostly Urban
31139,100,Rural
31141,31.46,Mostly Urban
31143,100,Rural
31145,29.25,Mostly Urban
31147,53.82,Mostly Rural
31149,100,Rural
31151,61.5,Mostly Rural
31153,7.33,Mostly Urban
31155,79.92,Mostly Rural
31157,33.65,Mostly Urban
31159,62.71,Mostly Rural
31161,100,Rural
31163,100,Rural
31165,100,Rural
31167,76.14,Mostly Rural
31169,100,Rural
31171,100,Rural
31173,100,Rural
31175,100,Rural
31177,60.42,Mostly Rural
31179,47.05,Mostly Urban
31181,100,Rural
31183,100,Rural
31185,44.91,Mostly Urban
32001,35.24,Mostly Urban
32003,2.7,Mostly Urban
32005,35.28,Mostly Urban
32007,49.5,Mostly Urban
32009,100,Rural
32011,100,Rural
32013,41.93,Mostly Urban
32015,36.73,Mostly Urban
32017,100,Rural
32019,53.03,Mostly Rural
32021,30.81,Mostly Urban
32023,56.34,Mostly Rural
32027,100,Rural
32029,94.61,Mostly Rural
32031,7.21,Mostly Urban
32033,47.31,Mostly Urban
32510,6.49,Mostly Urban
33001,62.23,Mostly Rural
33003,100,Rural
33005,66.54,Mostly Rural
33007,70.64,Mostly Rural
33009,75.39,Mostly Rural
33011,20.57,Mostly Urban
33013,52.95,Mostly Rural
33015,26.78,Mostly Urban
33017,35.39,Mostly Urban
33019,65.89,Mostly Rural
34001,11.61,Mostly Urban
34003,0.18,Mostly Urban
34005,6.72,Mostly Urban
34007,0.71,Mostly Urban
34009,8.24,Mostly Urban
34011,21.61,Mostly Urban
34013,0.06,Mostly Urban
34015,10.67,Mostly Urban
34017,0,Mostly Urban
34019,51.87,Mostly Rural
34021,4.15,Mostly Urban
34023,0.9,Mostly Urban
34025,3.95,Mostly Urban
34027,7.43,Mostly Urban
34029,2.49,Mostly Urban
34031,2.64,Mostly Urban
34033,38.53,Mostly Urban
34035,6.72,Mostly Urban
34037,39.93,Mostly Urban
34039,0,Mostly Urban
34041,40.16,Mostly Urban
35001,4.02,Mostly Urban
35003,100,Rural
35005,21.52,Mostly Urban
35006,58.54,Mostly Rural
35007,63.22,Mostly Rural
35009,14.68,Mostly Urban
35011,100,Rural
35013,19.57,Mostly Urban
35015,23.37,Mostly Urban
35017,44.7,Mostly Urban
35019,55.88,Mostly Rural
35021,100,Rural
35023,55.86,Mostly Rural
35025,22.29,Mostly Urban
35027,48.7,Mostly Urban
35028,11.57,Mostly Urban
35029,43.33,Mostly Urban
35031,63.88,Mostly Rural
35033,100,Rural
35035,34.12,Mostly Urban
35037,46.65,Mostly Urban
35039,59.97,Mostly Rural
35041,34.64,Mostly Urban
35043,24.99,Mostly Urban
35045,40.58,Mostly Urban
35047,48.01,Mostly Urban
35049,24.65,Mostly Urban
35051,32.67,Mostly Urban
35053,51.9,Mostly Rural
35055,65.71,Mostly Rural
35057,95.38,Mostly Rural
35059,100,Rural
35061,20.09,Mostly Urban
36001,9.43,Mostly Urban
36003,85.26,Mostly Rural
36005,0,Mostly Urban
36007,24.47,Mostly Urban
36009,62.02,Mostly Rural
36011,54.14,Mostly Rural
36013,41.75,Mostly Urban
36015,25.02,Mostly Urban
36017,82.85,Mostly Rural
36019,63.25,Mostly Rural
36021,73.77,Mostly Rural
36023,44.71,Mostly Urban
36025,87.9,Mostly Rural
36027,29.74,Mostly Urban
36029,7.81,Mostly Urban
36031,81.45,Mostly Rural
36033,69.05,Mostly Rural
36035,54.14,Mostly Rural
36037,57.08,Mostly Rural
36039,79.86,Mostly Rural
36041,100,Rural
36043,54.8,Mostly Rural
36045,61.26,Mostly Rural
36047,0,Mostly Urban
36049,89.8,Mostly Rural
36051,53.77,Mostly Rural
36053,59.19,Mostly Rural
36055,6.13,Mostly Urban
36057,36.8,Mostly Urban
36059,0.19,Mostly Urban
36061,0,Mostly Urban
36063,22.24,Mostly Urban
36065,34.9,Mostly Urban
36067,12.4,Mostly Urban
36069,49.56,Mostly Urban
36071,24.37,Mostly Urban
36073,58.97,Mostly Rural
36075,65.05,Mostly Rural
36077,79.8,Mostly Rural
36079,25.57,Mostly Urban
36081,0,Mostly Urban
36083,30.49,Mostly Urban
36085,0,Mostly Urban
36087,0.94,Mostly Urban
36089,67.65,Mostly Rural
36091,32.92,Mostly Urban
36093,8.03,Mostly Urban
36095,87.17,Mostly Rural
36097,80.73,Mostly Rural
36099,57.42,Mostly Rural
36101,62.48,Mostly Rural
36103,7.8,Mostly Urban
36105,77.76,Mostly Rural
36107,64.47,Mostly Rural
36109,43.96,Mostly Urban
36111,52.07,Mostly Rural
36113,51.67,Mostly Rural
36115,70.74,Mostly Rural
36117,63.05,Mostly Rural
36119,3.4,Mostly Urban
36121,63.7,Mostly Rural
36123,75.65,Mostly Rural
37001,30.57,Mostly Urban
37003,82.19,Mostly Rural
37005,100,Rural
37007,70.87,Mostly Rural
37009,100,Rural
37011,100,Rural
37013,70.17,Mostly Rural
37015,100,Rural
37017,88.96,Mostly Rural
37019,60.15,Mostly Rural
37021,28.09,Mostly Urban
37023,45.78,Mostly Urban
37025,27.15,Mostly Urban
37027,38.62,Mostly Urban
37029,100,Rural
37031,33.76,Mostly Urban
37033,100,Rural
37035,35.3,Mostly Urban
37037,81.75,Mostly Rural
37039,100,Rural
37041,66.24,Mostly Rural
37043,100,Rural
37045,54.57,Mostly Rural
37047,89.04,Mostly Rural
37049,34.23,Mostly Urban
37051,13.29,Mostly Urban
37053,100,Rural
37055,45.22,Mostly Urban
37057,56.73,Mostly Rural
37059,77.23,Mostly Rural
37061,85.88,Mostly Rural
37063,7.12,Mostly Urban
37065,45.09,Mostly Urban
37067,8.91,Mostly Urban
37069,91.72,Mostly Rural
37071,21.7,Mostly Urban
37073,100,Rural
37075,100,Rural
37077,71.91,Mostly Rural
37079,100,Rural
37081,15.29,Mostly Urban
37083,56.91,Mostly Rural
37085,64.71,Mostly Rural
37087,51.78,Mostly Rural
37089,47.43,Mostly Urban
37091,65.7,Mostly Rural
37093,54.92,Mostly Rural
37095,100,Rural
37097,49.93,Mostly Urban
37099,86.73,Mostly Rural
37101,68.14,Mostly Rural
37103,100,Rural
37105,50.07,Mostly Rural
37107,43.44,Mostly Urban
37109,61.18,Mostly Rural
37111,75.32,Mostly Rural
37113,85.19,Mostly Rural
37115,100,Rural
37117,77.78,Mostly Rural
37119,3.73,Mostly Urban
37121,100,Rural
37123,92.05,Mostly Rural
37125,55.93,Mostly Rural
37127,47.11,Mostly Urban
37129,4.18,Mostly Urban
37131,90.57,Mostly Rural
37133,38.65,Mostly Urban
37135,32.8,Mostly Urban
37137,100,Rural
37139,42.41,Mostly Urban
37141,95.25,Mostly Rural
37143,100,Rural
37145,71.6,Mostly Rural
37147,33.27,Mostly Urban
37149,90,Mostly Rural
37151,59.76,Mostly Rural
37153,42.88,Mostly Urban
37155,63.75,Mostly Rural
37157,56.86,Mostly Rural
37159,41.33,Mostly Urban
37161,64.43,Mostly Rural
37163,84.36,Mostly Rural
37165,51.99,Mostly Rural
37167,66.06,Mostly Rural
37169,80.42,Mostly Rural
37171,68.27,Mostly Rural
37173,100,Rural
37175,68.18,Mostly Rural
37177,100,Rural
37179,50.74,Mostly Rural
37181,51.43,Mostly Rural
37183,11.38,Mostly Urban
37185,100,Rural
37187,66.46,Mostly Rural
37189,72.51,Mostly Rural
37191,44.18,Mostly Urban
37193,73.84,Mostly Rural
37195,37.24,Mostly Urban
37197,86.64,Mostly Rural
37199,100,Rural
38001,100,Rural
38003,42.31,Mostly Urban
38005,100,Rural
38007,100,Rural
38009,100,Rural
38011,100,Rural
38013,100,Rural
38015,13.45,Mostly Urban
38017,11.76,Mostly Urban
38019,100,Rural
38021,100,Rural
38023,100,Rural
38025,100,Rural
38027,100,Rural
38029,100,Rural
38031,100,Rural
38033,100,Rural
38035,17.28,Mostly Urban
38037,100,Rural
38039,100,Rural
38041,100,Rural
38043,100,Rural
38045,100,Rural
38047,100,Rural
38049,100,Rural
38051,100,Rural
38053,100,Rural
38055,100,Rural
38057,68.29,Mostly Rural
38059,34.84,Mostly Urban
38061,100,Rural
38063,100,Rural
38065,100,Rural
38067,100,Rural
38069,38.08,Mostly Urban
38071,37.51,Mostly Urban
38073,100,Rural
38075,100,Rural
38077,53.68,Mostly Rural
38079,100,Rural
38081,100,Rural
38083,100,Rural
38085,100,Rural
38087,100,Rural
38089,27.94,Mostly Urban
38091,100,Rural
38093,30.38,Mostly Urban
38095,100,Rural
38097,100,Rural
38099,65.12,Mostly Rural
38101,22.89,Mostly Urban
38103,100,Rural
38105,36.8,Mostly Urban
39001,88.83,Mostly Rural
39003,24.53,Mostly Urban
39005,51.3,Mostly Rural
39007,42.7,Mostly Urban
39009,44.54,Mostly Urban
39011,37.95,Mostly Urban
39013,46.09,Mostly Urban
39015,78.83,Mostly Rural
39017,11.04,Mostly Urban
39019,68.4,Mostly Rural
39021,67.16,Mostly Rural
39023,21.83,Mostly Urban
